"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","132","120","10","2",".",".","129","48","24",".",".","85",".",".","47"
"23003","Aroostook County, ME","365","327","37","1",".",".","106","53","34",".",".","223",".","121","21"
"23005","Cumberland County, ME","365","320","42","3",".",".","126","54","34",".","84","231","19","26","5"
"23009","Hancock County, ME","365","315","38","11","1",".","166","64","36",".",".","356",".","9","."
"23011","Kennebec County, ME","212","192","18","2",".",".","119","50","32.5",".",".","181",".",".","31"
"23013","Knox County, ME","182","154","23","5",".",".","133","61","38",".",".","182",".",".","."
"23017","Oxford County, ME","178","174","4",".",".",".","74","44","31",".",".","178",".",".","."
"23019","Penobscot County, ME","365","339","25","1",".",".","122","47","32",".",".","343",".","21","1"
"23023","Sagadahoc County, ME","182","159","22","1",".",".","108","58","37.5",".",".","182",".",".","."
"23029","Washington County, ME","304","284","20",".",".",".","90","47","31",".",".","265",".","39","."
"23031","York County, ME","183","144","31","8",".",".","140","77","40",".",".","183",".",".","."
