"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","292","71","2",".",".","112","59","38",".",".","209",".","156","."
"36005","Bronx County, NY","365","286","70","9",".",".","150","64","39",".","76","167",".","122","."
"36013","Chautauqua County, NY","362","311","47","4",".",".","126","58","36",".",".","335","4","23","."
"36027","Dutchess County, NY","364","342","20","1","1",".","156","46","31",".",".","348","16",".","."
"36029","Erie County, NY","365","276","87","2",".",".","112","65","40",".","14","195",".","156","."
"36031","Essex County, NY","365","319","44","2",".",".","108","54","41",".",".","363",".","2","."
"36033","Franklin County, NY","341","341",".",".",".",".","24","0","0",".",".",".","341",".","."
"36041","Hamilton County, NY","357","346","11",".",".",".","97","45","33",".",".","352","5",".","."
"36043","Herkimer County, NY","248","236","12",".",".",".","93","48","36",".",".","245","3",".","."
"36045","Jefferson County, NY","329","307","20","2",".",".","105","47","33",".",".","329",".",".","."
"36047","Kings County, NY","365","330","35",".",".",".","80","49","25",".",".",".",".","365","."
"36055","Monroe County, NY","365","301","60","4",".",".","108","58","36",".","4","203",".","158","."
"36059","Nassau County, NY","365","340","25",".",".",".","92","45","21",".",".",".","7","358","."
"36061","New York County, NY","365","255","99","10","1",".","151","66","41",".",".","137",".","228","."
"36063","Niagara County, NY","320","294","25","1",".",".","101","50","34",".",".","320",".",".","."
"36065","Oneida County, NY","364","347","17",".",".",".","70","43","18",".",".",".",".","364","."
"36067","Onondaga County, NY","365","319","44","2",".",".","115","57","35",".",".","303","1","61","."
"36071","Orange County, NY","365","323","41","1",".",".","147","53","35",".",".","250",".","115","."
"36075","Oswego County, NY","350","324","25","1",".",".","112","46.5","32",".",".","350",".",".","."
"36079","Putnam County, NY","352","332","18","1","1",".","151","45","31",".",".","337","15",".","."
"36081","Queens County, NY","365","288","69","8",".",".","140","60","39",".","57","171",".","137","."
"36085","Richmond County, NY","363","286","71","6",".",".","136","61","37",".",".","130",".","233","."
"36087","Rockland County, NY","365","320","39","5",".","1","210","54","35",".",".","300",".","65","."
"36089","St. Lawrence County, NY","359","282","66","11",".",".","110","81","14",".",".",".","359",".","."
"36091","Saratoga County, NY","361","341","19","1",".",".","119","45","31",".",".","361",".",".","."
"36099","Seneca County, NY","364","364",".",".",".",".","17","0","0",".",".",".","364",".","."
"36101","Steuben County, NY","363","328","35",".",".",".","87","50","32","3",".","292",".","68","."
"36103","Suffolk County, NY","365","300","54","10","1",".","172","61","39",".",".","277",".","88","."
"36109","Tompkins County, NY","364","330","32","2",".",".","101","49","33",".",".","353","11",".","."
"36117","Wayne County, NY","239","210","25","4",".",".","115","58","38",".",".","239",".",".","."
"36119","Westchester County, NY","365","316","37","11","1",".","169","58","34",".",".","285",".","80","."
