"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","299","58","6","2",".","182","64","35","2",".","263","36","64","."
"36005","Bronx County, NY","365","150","198","15","2",".","187","89","55","1","97","38","26","203","."
"36007","Broome County, NY","28","19","9",".",".",".","65","63","39.5",".",".",".",".","28","."
"36013","Chautauqua County, NY","365","201","109","38","15","2","214","112","49",".",".","211","133","21","."
"36015","Chemung County, NY","364","322","36","5","1",".","164","54","33",".",".","319","45",".","."
"36021","Columbia County, NY","43","43",".",".",".",".","49","21","11",".",".",".",".",".","43"
"36027","Dutchess County, NY","343","287","49","7",".",".","143","64","35",".",".","327",".","16","."
"36029","Erie County, NY","365","174","127","47","16","1","201","120","52",".","55","125","135","50","."
"36031","Essex County, NY","365","275","72","11","7",".","185","74","43",".",".","345",".","20","."
"36033","Franklin County, NY","356","355","1",".",".",".","51","23","9",".",".",".",".",".","356"
"36041","Hamilton County, NY","357","319","32","4","2",".","161","51","37",".",".","347","10",".","."
"36043","Herkimer County, NY","353","324","24","3","2",".","161","49","35",".",".","342","11",".","."
"36045","Jefferson County, NY","221","171","33","8","7","2","202","87","41",".",".","221",".",".","."
"36047","Kings County, NY","361","305","52","4",".",".","140","61","19","244",".",".",".","113","4"
"36053","Madison County, NY","362","306","49","5","2",".","197","58","37",".",".","337","25",".","."
"36055","Monroe County, NY","365","258","88","15","4",".","172","77","38","6",".","180","115","64","."
"36059","Nassau County, NY","356","295","57","4",".",".","134","60","36",".","222",".","49","84","1"
"36061","New York County, NY","365","189","159","13","4",".","167","81","50","45","126",".","36","105","53"
"36063","Niagara County, NY","365","283","68","8","4","2","205","69","35","10",".","175","104","75","1"
"36065","Oneida County, NY","236","199","29","6","2",".","185","71","38",".",".","205",".","31","."
"36067","Onondaga County, NY","365","323","36","4","2",".","182","54","32","23",".","277","27","38","."
"36071","Orange County, NY","252","175","63","10","4",".","164","84","43",".",".","175",".","77","."
"36075","Oswego County, NY","209","155","43","6","3","2","204","84","44",".",".","209",".",".","."
"36079","Putnam County, NY","363","310","41","10","2",".","182","58","31",".",".","210","153",".","."
"36081","Queens County, NY","364","172","175","12","5",".","197","84","52",".","136","51","7","170","."
"36083","Rensselaer County, NY","349","289","51","7","2",".","172","64","38",".",".","345","4",".","."
"36085","Richmond County, NY","254","176","59","15","2","2","209","87","42",".",".","172",".","80","2"
"36089","St. Lawrence County, NY","96","79","16","1",".",".","131","57","24",".",".",".",".","96","."
"36091","Saratoga County, NY","234","168","52","10","4",".","187","77","40.5",".",".","234",".",".","."
"36093","Schenectady County, NY","365","321","38","4","2",".","182","54","31","11",".","303","31","20","."
"36101","Steuben County, NY","330","240","88","2",".",".","128","62","33",".",".",".",".","330","."
"36103","Suffolk County, NY","365","262","77","20","3","3","213","87","40",".","31","263","28","43","."
"36109","Tompkins County, NY","322","262","53","4","3",".","177","67","36",".",".","269",".","53","."
"36111","Ulster County, NY","364","305","45","11","3",".","172","67","38.5",".",".","358","4",".","2"
"36117","Wayne County, NY","206","175","23","6","2",".","190","61","37",".",".","206",".",".","."
"36119","Westchester County, NY","360","291","53","12","4",".","179","67","33.5",".",".","296",".","64","."
