"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","266","81","12","6",".","179","77","40",".",".","252","54","59","."
"36005","Bronx County, NY","356","135","193","26","2",".","155","93","57","1","60","59","29","207","."
"36007","Broome County, NY","109","71","37","1",".",".","102","71","37",".",".",".",".","109","."
"36013","Chautauqua County, NY","365","145","128","68","24",".","200","132","61",".",".","171","170","24","."
"36015","Chemung County, NY","365","293","54","17","1",".","151","80","35",".",".","311","54",".","."
"36021","Columbia County, NY","46","46",".",".",".",".","35","27","10",".",".",".",".",".","46"
"36027","Dutchess County, NY","331","242","66","15","8",".","187","84","39",".",".","274",".","57","."
"36029","Erie County, NY","365","139","133","74","18","1","209","132","57",".","58","107","153","47","."
"36031","Essex County, NY","365","264","81","16","4",".","166","87","43",".",".","332",".","33","."
"36033","Franklin County, NY","337","337",".",".",".",".","44","22","10",".",".",".",".",".","337"
"36041","Hamilton County, NY","364","311","42","9","2",".","156","61","37",".",".","363","1",".","."
"36043","Herkimer County, NY","361","326","28","7",".",".","147","50","35",".",".","351","8",".","2"
"36045","Jefferson County, NY","244","165","48","14","15","2","209","108","45",".",".","244",".",".","."
"36047","Kings County, NY","361","281","77","3",".",".","140","71","20","225",".",".",".","136","."
"36053","Madison County, NY","364","293","54","15","2",".","161","74","38",".",".","337","27",".","."
"36055","Monroe County, NY","365","230","112","19","4",".","172","89","44","3",".","153","150","59","."
"36059","Nassau County, NY","358","265","91","2",".",".","138","66","38",".","240",".","25","93","."
"36061","New York County, NY","365","119","201","35","7","3","207","108","61",".","91","77","33","162","2"
"36063","Niagara County, NY","365","271","67","18","8","1","207","90","38","3",".","272","26","62","2"
"36065","Oneida County, NY","338","260","68","7","3",".","166","74","40",".",".","267",".","71","."
"36067","Onondaga County, NY","365","278","68","16","3",".","182","76","38","10",".","261","25","69","."
"36071","Orange County, NY","260","167","68","14","11",".","182","100","44",".",".","188",".","72","."
"36079","Putnam County, NY","364","294","46","15","8","1","206","77","31",".",".","214","150",".","."
"36081","Queens County, NY","365","181","162","19","3",".","192","86","51",".","149","67","21","128","."
"36083","Rensselaer County, NY","249","249",".",".",".",".","44","19","4",".",".","25","224",".","."
"36085","Richmond County, NY","268","156","83","20","7","2","205","108","44.5",".",".","183",".","85","."
"36089","St. Lawrence County, NY","108","86","21","1",".",".","105","62","24.5",".",".",".",".","108","."
"36091","Saratoga County, NY","337","284","32","15","6",".","192","77","36",".",".","337",".",".","."
"36093","Schenectady County, NY","365","293","56","15","1",".","159","69","36","10",".","259","35","61","."
"36101","Steuben County, NY","334","222","105","7",".",".","150","70","36",".",".",".",".","334","."
"36103","Suffolk County, NY","365","255","85","17","6","2","213","85","42",".","82","209","14","60","."
"36109","Tompkins County, NY","359","278","59","21","1",".","151","80","39",".",".","339",".","20","."
"36111","Ulster County, NY","365","299","47","17","2",".","164","77","39",".",".","357","8",".","."
"36117","Wayne County, NY","356","312","28","12","4",".","197","67","34",".",".","356",".",".","."
"36119","Westchester County, NY","360","257","80","15","7","1","202","85","38",".",".","294",".","66","."
