"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","272","87","6",".",".","147","67","40",".",".","226",".","139","."
"36005","Bronx County, NY","365","214","140","11",".",".","136","78","47",".","50","95","4","216","."
"36013","Chautauqua County, NY","365","277","72","15","1",".","159","72","40",".",".","336","6","23","."
"36015","Chemung County, NY","365","325","37","3",".",".","122","54","35",".",".","363","2",".","."
"36027","Dutchess County, NY","361","320","35","5","1",".","166","54","34",".",".","361",".",".","."
"36029","Erie County, NY","365","213","145","7",".",".","122","78","45",".","19","132","2","212","."
"36031","Essex County, NY","365","300","56","8","1",".","159","61","41",".",".","333",".","32","."
"36033","Franklin County, NY","365","364","1",".",".",".","67","31","11",".","131","181","53",".","."
"36041","Hamilton County, NY","362","334","27","1",".",".","105","49","36",".",".","359","3",".","."
"36043","Herkimer County, NY","362","335","26","1",".",".","105","49","35.5",".",".","359","3",".","."
"36045","Jefferson County, NY","356","317","29","10",".",".","143","51","35",".",".","356",".",".","."
"36047","Kings County, NY","364","251","112","1",".",".","106","64","37",".",".",".",".","364","."
"36053","Madison County, NY","364","321","39","4",".",".","140","54","36",".",".","362","2",".","."
"36055","Monroe County, NY","365","287","71","7",".",".","108","64","38","2",".","224","16","123","."
"36059","Nassau County, NY","365","262","103",".",".",".","96","64","34",".","75",".",".","290","."
"36061","New York County, NY","365","178","180","7",".",".","119","75","51",".",".","94",".","271","."
"36063","Niagara County, NY","365","270","89","6",".",".","115","68","40","1",".","173",".","191","."
"36065","Oneida County, NY","365","305","60",".",".",".","97","59","33",".",".","219",".","146","."
"36067","Onondaga County, NY","365","319","41","5",".",".","140","55","33","2",".","323","2","38","."
"36071","Orange County, NY","363","270","84","8","1",".","154","71","40",".",".","250",".","113","."
"36075","Oswego County, NY","354","311","39","4",".",".","115","54","34",".",".","354",".",".","."
"36079","Putnam County, NY","365","315","42","6","2",".","166","67","36",".",".","359","6",".","."
"36081","Queens County, NY","365","228","126","8","3",".","169","75","44",".","71","112",".","182","."
"36083","Rensselaer County, NY","365","319","40","6",".",".","122","54","36",".",".","357","8",".","."
"36085","Richmond County, NY","365","244","99","19","2","1","208","90","42",".",".","218",".","147","."
"36087","Rockland County, NY","365","277","78","9","1",".","156","71","39",".",".","285",".","80","."
"36091","Saratoga County, NY","362","329","29","4",".",".","105","50","35",".",".","362",".",".","."
"36093","Schenectady County, NY","365","341","21","3",".",".","122","46","31","3",".","359","3",".","."
"36101","Steuben County, NY","365","297","68",".",".",".","100","57","35","2","5","184","2","172","."
"36103","Suffolk County, NY","365","263","77","22","3",".","166","87","42",".","17","301",".","47","."
"36109","Tompkins County, NY","345","298","43","4",".",".","122","58","37",".",".","345",".",".","."
"36111","Ulster County, NY","365","319","44","2",".",".","115","54","37",".",".","363","2",".","."
"36117","Wayne County, NY","216","188","24","4",".",".","112","54","35",".",".","216",".",".","."
"36119","Westchester County, NY","365","271","80","14",".",".","150","67","37",".",".","215",".","150","."
