"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","358","333","25",".",".",".","79","47","32",".",".","163",".","190","5"
"23003","Aroostook County, ME","366","324","41",".","1",".","164","52","34",".",".","183",".","182","1"
"23005","Cumberland County, ME","366","334","32",".",".",".","97","50","35",".","11","256",".","95","4"
"23007","Franklin County, ME","347","335","12",".",".",".","68","36","16",".",".",".",".","347","."
"23009","Hancock County, ME","366","342","22","2",".",".","122","47","36",".",".","330",".","36","."
"23011","Kennebec County, ME","309","295","14",".",".",".","84","46","30",".","76","206",".","25","2"
"23013","Knox County, ME","181","171","9","1",".",".","122","48","33",".",".","181",".",".","."
"23017","Oxford County, ME","363","313","50",".",".",".","89","54","31",".",".","167",".","196","."
"23019","Penobscot County, ME","366","320","46",".",".",".","75","54","36",".",".","187",".","179","."
"23029","Washington County, ME","366","360","6",".",".",".","74","44","32",".",".","365",".","1","."
"23031","York County, ME","283","258","23","2",".",".","108","49","35",".",".","236","47",".","."
