"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","363","321","42",".",".",".","97","53","33",".",".","133",".","228","2"
"23003","Aroostook County, ME","366","342","24",".",".",".","73","46","33",".",".","282","2","54","28"
"23005","Cumberland County, ME","366","318","45","3",".",".","126","53","36","1","30","238","1","94","2"
"23009","Hancock County, ME","366","334","31","1",".",".","101","49","35",".",".","364",".","2","."
"23011","Kennebec County, ME","309","298","11",".",".",".","90","44","29",".","83","196","12",".","18"
"23013","Knox County, ME","177","165","12",".",".",".","97","48","34",".",".","177",".",".","."
"23017","Oxford County, ME","213","209","4",".",".",".","87","44","31",".",".","213",".",".","."
"23019","Penobscot County, ME","366","337","29",".",".",".","87","48","34",".",".","242",".","121","3"
"23023","Sagadahoc County, ME","210","201","9",".",".",".","90","46.5","36",".",".","210",".",".","."
"23029","Washington County, ME","342","337","5",".",".",".","67","44","32",".",".","326",".","16","."
"23031","York County, ME","214","183","26","5",".",".","140","67","41",".",".","214",".",".","."
