"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","359","296","63",".",".",".","100","55","38",".",".","131",".","228","."
"23003","Aroostook County, ME","365","312","52","1",".",".","120","53","35",".",".","190",".","173","2"
"23005","Cumberland County, ME","365","322","41","2",".",".","150","53","37",".","15","243",".","104","3"
"23007","Franklin County, ME","242","227","15",".",".",".","72","44","20",".",".",".",".","242","."
"23009","Hancock County, ME","365","331","28","5","1",".","182","50","37",".",".","348",".","17","."
"23011","Kennebec County, ME","360","348","12",".",".",".","100","44","31",".","97","238","1","23","1"
"23013","Knox County, ME","215","205","7","3",".",".","143","45","35",".",".","215",".",".","."
"23017","Oxford County, ME","351","299","52",".",".",".","86","54","36",".",".","184",".","167","."
"23019","Penobscot County, ME","348","331","17",".",".",".","80","44","31",".",".","181",".","164","3"
"23029","Washington County, ME","362","351","9","2",".",".","147","44","35",".",".","360",".","2","."
"23031","York County, ME","224","204","19",".","1",".","159","50","37",".",".","224",".",".","."
