"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","366","296","63","7",".",".","143","60","37","1",".","247",".","118","."
"36005","Bronx County, NY","366","216","137","13",".",".","133","69","45",".","39","132",".","195","."
"36013","Chautauqua County, NY","366","288","61","15","2",".","197","80","40",".",".","337","5","24","."
"36015","Chemung County, NY","359","325","30","4",".",".","115","49","33",".",".","352","7",".","."
"36027","Dutchess County, NY","366","335","26","5",".",".","119","49","31",".",".","341","25",".","."
"36029","Erie County, NY","366","231","121","13","1",".","151","74","44",".","4","174",".","188","."
"36031","Essex County, NY","366","307","51","6","2",".","154","67","40",".",".","345","1","20","."
"36033","Franklin County, NY","365","363","2",".",".",".","72","25","10",".","133","169","63",".","."
"36041","Hamilton County, NY","365","326","36","3",".",".","150","51","33",".",".","349","16",".","."
"36043","Herkimer County, NY","365","346","19",".",".",".","93","46","33",".",".","359","6",".","."
"36045","Jefferson County, NY","362","329","23","10",".",".","140","49","32",".",".","362",".",".","."
"36047","Kings County, NY","357","246","111",".",".",".","83","62","39",".",".",".",".","357","."
"36053","Madison County, NY","91","91",".",".",".",".","47","44","33",".",".","90","1",".","."
"36055","Monroe County, NY","366","296","58","11","1",".","151","63","38",".",".","231","2","133","."
"36059","Nassau County, NY","358","276","82",".",".",".","86","58","32",".",".",".","28","330","."
"36061","New York County, NY","366","216","143","7",".",".","122","71","46",".",".","123",".","243","."
"36063","Niagara County, NY","366","252","103","10","1",".","169","71","42",".",".","151","20","195","."
"36065","Oneida County, NY","366","294","70","2",".",".","108","57","37",".",".","220",".","146","."
"36067","Onondaga County, NY","358","314","36","8",".",".","133","54","33","6",".","308","1","43","."
"36071","Orange County, NY","366","303","63",".",".",".","97","58","35",".",".","214",".","152","."
"36075","Oswego County, NY","347","314","29","4",".",".","122","50","34",".",".","347",".",".","."
"36079","Putnam County, NY","358","334","21","3",".",".","119","45","28.5",".",".","342","16",".","."
"36081","Queens County, NY","366","248","104","14",".",".","143","69","43",".","44","165","1","156","."
"36083","Rensselaer County, NY","348","325","20","3",".",".","108","49","33.5",".",".","346","2",".","."
"36085","Richmond County, NY","361","248","99","14",".",".","147","69","42",".",".","202",".","159","."
"36087","Rockland County, NY","360","290","61","8","1",".","159","65.5","38",".",".","255",".","105","."
"36091","Saratoga County, NY","364","340","22","2",".",".","108","46","31",".",".","364",".",".","."
"36101","Steuben County, NY","366","327","39",".",".",".","100","51","34","3",".","322","1","40","."
"36103","Suffolk County, NY","365","275","77","9","4",".","174","67","40",".",".","265",".","100","."
"36109","Tompkins County, NY","350","305","39","6",".",".","115","54","37",".",".","350",".",".","."
"36111","Ulster County, NY","359","320","38","1",".",".","101","51","36",".",".","354","5",".","."
"36117","Wayne County, NY","272","234","34","4",".",".","126","61","33",".",".","272",".",".","."
"36119","Westchester County, NY","366","292","63","10","1",".","151","67","38.5",".",".","245",".","121","."
