"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","294","69","2",".",".","105","62","40",".",".","253",".","112","."
"42003","Allegheny County, PA","365","159","183","22","1",".","154","88","54",".",".","85","25","255","."
"42005","Armstrong County, PA","360","295","64","1",".",".","143","58","38",".",".","218",".","142","."
"42007","Beaver County, PA","365","246","113","6",".",".","136","71","45",".","2","200",".","163","."
"42011","Berks County, PA","365","270","90","5",".",".","117","67","40",".",".","237",".","128","."
"42013","Blair County, PA","362","296","65","1",".",".","132","59","38",".",".","230","4","128","."
"42015","Bradford County, PA","356","310","46",".",".",".","97","53","35",".","2","243",".","111","."
"42017","Bucks County, PA","333","288","33","9","3",".","164","64","33",".",".","333",".",".","."
"42021","Cambria County, PA","363","297","66",".",".",".","93","55","38",".","2","182","1","177","1"
"42027","Centre County, PA","365","286","77","2",".",".","122","61","40",".","1","216",".","148","."
"42029","Chester County, PA","359","270","88","1",".",".","112","63","38",".",".","190",".","169","."
"42033","Clearfield County, PA","343","320","22","1",".",".","101","46","33",".",".","343",".",".","."
"42041","Cumberland County, PA","365","270","95",".",".",".","97","60","36",".",".",".",".","365","."
"42043","Dauphin County, PA","365","279","85","1",".",".","108","67","39",".",".","203",".","161","1"
"42045","Delaware County, PA","365","193","166","6",".",".","143","73","49",".","1","77",".","287","."
"42047","Elk County, PA","351","325","26",".",".",".","97","48","34",".",".","351",".",".","."
"42049","Erie County, PA","365","280","85",".",".",".","84","59","38",".","5","194",".","166","."
"42051","Fayette County, PA","228","183","44","1",".",".","105","54","37",".","1","139",".","88","."
"42055","Franklin County, PA","353","343","10",".",".",".","74","44","32",".",".","353",".",".","."
"42059","Greene County, PA","360","323","37",".",".",".","100","51","36",".",".","268",".","92","."
"42063","Indiana County, PA","356","322","33","1",".",".","105","50","35",".",".","349","7",".","."
"42069","Lackawanna County, PA","365","306","59",".",".",".","95","60","36",".","16","198",".","151","."
"42071","Lancaster County, PA","365","246","114","5",".",".","126","74","44",".",".","177",".","188","."
"42073","Lawrence County, PA","358","329","29",".",".",".","97","50","32",".",".","358",".",".","."
"42075","Lebanon County, PA","365","260","103","2",".",".","101","64","39",".",".","182",".","183","."
"42077","Lehigh County, PA","365","272","91","2",".",".","126","67","38",".",".","226",".","136","3"
"42079","Luzerne County, PA","365","340","24","1",".",".","101","48","32",".",".","353",".",".","12"
"42081","Lycoming County, PA","345","327","18",".",".",".","97","44","31",".",".","344",".",".","1"
"42085","Mercer County, PA","365","279","83","3",".",".","115","63","40",".",".","273",".","92","."
"42089","Monroe County, PA","355","319","34","2",".",".","108","51","35",".",".","329",".","26","."
"42091","Montgomery County, PA","352","284","61","7",".",".","129","63","37",".",".","212",".","140","."
"42095","Northampton County, PA","365","251","109","5",".",".","136","74","41",".",".","196",".","169","."
"42101","Philadelphia County, PA","365","217","138","9","1",".","156","71","46",".","7","129",".","229","."
"42111","Somerset County, PA","357","330","27",".",".",".","90","47","33",".",".","357",".",".","."
"42115","Susquehanna County, PA","88","81","7",".",".",".","62","47","23.5",".",".",".",".","88","."
"42117","Tioga County, PA","347","310","37",".",".",".","97","52","35",".","1","282",".","64","."
"42123","Warren County, PA","365","363","1","1",".",".","146","23","7",".",".",".","365",".","."
"42125","Washington County, PA","365","233","130","2",".",".","105","64","45",".",".","178",".","187","."
"42129","Westmoreland County, PA","364","321","41","2",".",".","122","51","36",".",".","256",".","108","."
"42133","York County, PA","365","268","96","1",".",".","101","61","40",".","8","213",".","144","."
