"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","171","153","16","2",".",".","150","51","29",".",".","140",".",".","31"
"23003","Aroostook County, ME","365","349","16",".",".",".","97","45","31",".",".","323","3","16","23"
"23005","Cumberland County, ME","365","310","47","8",".",".","143","57","37",".","114","196","24","23","8"
"23009","Hancock County, ME","365","309","39","14","3",".","172","61","36",".",".","356",".","9","."
"23011","Kennebec County, ME","213","190","20","3",".",".","143","51","33",".",".","183",".",".","30"
"23013","Knox County, ME","162","140","15","6","1",".","192","64","37",".",".","162",".",".","."
"23017","Oxford County, ME","183","176","6","1",".",".","101","48","32",".",".","183",".",".","."
"23019","Penobscot County, ME","364","328","34","2",".",".","108","50","33",".",".","326",".","35","3"
"23023","Sagadahoc County, ME","167","139","22","5","1",".","159","77","36",".",".","167",".",".","."
"23029","Washington County, ME","340","322","16","1","1",".","159","47","34",".",".","320",".","20","."
"23031","York County, ME","183","134","36","13",".",".","147","90","42",".","1","182",".",".","."
