"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","292","72","1",".",".","129","56","41",".",".","256",".","109","."
"42003","Allegheny County, PA","365","161","173","30","1",".","164","96","54",".",".","132","25","207","1"
"42005","Armstrong County, PA","361","238","123",".",".",".","93","64","44",".",".","189",".","172","."
"42007","Beaver County, PA","365","211","152","2",".",".","105","67","47",".","1","156","1","207","."
"42011","Berks County, PA","365","246","114","5",".",".","122","67","44",".",".","205",".","160","."
"42013","Blair County, PA","362","291","71",".",".",".","88","58","41.5",".",".","215",".","147","."
"42015","Bradford County, PA","362","316","46",".",".",".","74","52","37",".",".","203",".","159","."
"42017","Bucks County, PA","335","289","34","12",".",".","143","61","34",".",".","335",".",".","."
"42021","Cambria County, PA","364","209","155",".",".",".","91","66","48",".","3","113","2","245","1"
"42027","Centre County, PA","365","253","112",".",".",".","100","61","45",".",".","200",".","165","."
"42029","Chester County, PA","364","221","138","5",".",".","136","66","45",".",".","134",".","230","."
"42033","Clearfield County, PA","346","317","29",".",".",".","84","49","36",".",".","346",".",".","."
"42041","Cumberland County, PA","359","287","71","1",".",".","103","56","32",".",".",".",".","359","."
"42043","Dauphin County, PA","365","275","89","1",".",".","110","61","42",".",".","182",".","183","."
"42045","Delaware County, PA","365","244","119","2",".",".","119","66","44",".","10","158","2","195","."
"42047","Elk County, PA","342","326","16",".",".",".","90","47","35",".",".","342",".",".","."
"42049","Erie County, PA","365","290","74","1",".",".","122","56","38",".","1","230",".","134","."
"42055","Franklin County, PA","358","354","4",".",".",".","67","45","33",".",".","358",".",".","."
"42059","Greene County, PA","356","312","44",".",".",".","93","53","38",".",".","256",".","100","."
"42063","Indiana County, PA","362","328","33","1",".",".","104","50","37",".",".","346","16",".","."
"42069","Lackawanna County, PA","365","287","78",".",".",".","90","56","40","1","17","189",".","158","."
"42071","Lancaster County, PA","365","205","156","4",".",".","128","68","48",".",".","107",".","258","."
"42073","Lawrence County, PA","365","332","33",".",".",".","90","49","34",".",".","363","2",".","."
"42075","Lebanon County, PA","365","181","183","1",".",".","127","69","51",".",".","116",".","249","."
"42077","Lehigh County, PA","365","294","70","1",".",".","115","57","38",".",".","224",".","137","4"
"42079","Luzerne County, PA","365","354","11",".",".",".","71","44","33",".",".","352",".",".","13"
"42081","Lycoming County, PA","364","343","21",".",".",".","84","46","33",".",".","328",".",".","36"
"42085","Mercer County, PA","365","199","164","2",".",".","108","66","49",".",".","121",".","244","."
"42089","Monroe County, PA","364","305","59",".",".",".","100","55","38",".",".","244",".","120","."
"42091","Montgomery County, PA","364","268","89","7",".",".","129","66","40",".",".","222",".","142","."
"42095","Northampton County, PA","365","181","178","3","3",".","200","77","51",".",".","128","7","230","."
"42101","Philadelphia County, PA","365","190","163","10","2",".","166","71","50",".","5","128",".","231","1"
"42111","Somerset County, PA","363","342","21",".",".",".","97","47","36",".",".","363",".",".","."
"42117","Tioga County, PA","363","252","111",".",".",".","84","58","43",".",".","152",".","211","."
"42123","Warren County, PA","365","358","6","1",".",".","105","24","10",".",".",".","365",".","."
"42125","Washington County, PA","365","215","149","1",".",".","114","67","47",".","1","136","2","226","."
"42129","Westmoreland County, PA","362","211","151",".",".",".","100","64","46",".",".","100",".","262","."
"42133","York County, PA","365","266","99",".",".",".","93","61","43",".","11","206","1","147","."
