"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","204","148","13",".",".","132","86","46",".",".","171",".","194","."
"42003","Allegheny County, PA","365","69","222","59","15",".","174","129","67",".","2","58","54","250","1"
"42005","Armstrong County, PA","214","146","55","11","2",".","190","87","43",".",".","214",".",".","."
"42007","Beaver County, PA","365","118","177","63","7",".","200","115","62",".","25","94","207","37","2"
"42011","Berks County, PA","313","206","89","16","2",".","156","87","42",".","48","157","23","82","3"
"42013","Blair County, PA","365","296","65","4",".",".","133","64","39",".","76","181","100",".","8"
"42017","Bucks County, PA","365","258","84","16","7",".","195","90","40",".","117","154","19","63","12"
"42021","Cambria County, PA","365","234","114","17",".",".","119","82","44",".","59","133","81","80","12"
"42027","Centre County, PA","365","209","142","14",".",".","126","86","47",".","3","187","1","174","."
"42029","Chester County, PA","249","135","90","20","4",".","187","100","49",".",".","175",".","74","."
"42033","Clearfield County, PA","205","160","40","5",".",".","136","71","41",".",".","205",".",".","."
"42041","Cumberland County, PA","335","188","144","3",".",".","145","79","44",".",".",".",".","335","."
"42043","Dauphin County, PA","365","175","171","18","1",".","156","90","52",".","23","114","13","215","."
"42045","Delaware County, PA","365","239","100","23","3",".","166","96","43",".","90","145","45","76","9"
"42047","Elk County, PA","355","312","37","6",".",".","150","58","35",".",".","355",".",".","."
"42049","Erie County, PA","365","220","134","10","1",".","161","77","45",".","25","125","44","171","."
"42055","Franklin County, PA","213","172","40","1",".",".","101","61","42",".",".","213",".",".","."
"42059","Greene County, PA","215","125","77","13",".",".","150","90","48","1",".","194","20",".","."
"42063","Indiana County, PA","365","251","99","14","1",".","154","81","41",".","21","172","172",".","."
"42069","Lackawanna County, PA","365","234","122","9",".",".","133","75","43",".","34","121","4","202","4"
"42071","Lancaster County, PA","365","227","110","24","4",".","169","93","44",".","66","160","54","77","8"
"42073","Lawrence County, PA","365","288","71","6",".",".","132","67","38",".","87","146","90",".","42"
"42077","Lehigh County, PA","365","297","57","8","3",".","166","67","36",".","82","187","93",".","3"
"42079","Luzerne County, PA","365","314","47","4",".",".","140","58","32",".","89","200","49",".","27"
"42081","Lycoming County, PA","361","305","51","5",".",".","133","61","31",".",".","199","152",".","10"
"42085","Mercer County, PA","365","210","141","11","3",".","174","84","47",".",".","170","11","184","."
"42089","Monroe County, PA","211","162","42","7",".",".","140","71","41",".",".","211",".",".","."
"42091","Montgomery County, PA","365","258","79","25","3",".","159","90","40",".","105","159","27","67","7"
"42095","Northampton County, PA","365","166","165","25","9",".","200","97","54",".","11","66","91","179","18"
"42099","Perry County, PA","364","307","51","6",".",".","143","67","26",".","57","201","106",".","."
"42101","Philadelphia County, PA","365","147","174","38","6",".","177","103","57",".","35","104","4","218","4"
"42107","Schuylkill County, PA","365","353","10","2",".",".","104","30","11","33",".",".","332",".","."
"42111","Somerset County, PA","348","278","62","8",".",".","112","74","37",".",".","348",".",".","."
"42117","Tioga County, PA","214","166","44","4",".",".","115","67","42",".",".","214",".",".","."
"42123","Warren County, PA","365","241","56","54","14",".","176","115","27",".",".",".","365",".","."
"42125","Washington County, PA","365","134","197","34",".",".","150","100","57",".","10","90","148","117","."
"42129","Westmoreland County, PA","365","244","100","20","1",".","151","82","43",".","47","141","76","88","13"
"42133","York County, PA","365","223","124","17","1",".","157","89","44",".","108","122","51","78","6"
