"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","311","54",".",".",".","87","54","37",".",".","211",".","154","."
"36005","Bronx County, NY","365","242","119","4",".",".","133","64","44",".","64","128",".","173","."
"36013","Chautauqua County, NY","364","321","41","2",".",".","112","54","37",".",".","320","7","37","."
"36027","Dutchess County, NY","365","340","24","1",".",".","101","47","34",".",".","357","8",".","."
"36029","Erie County, NY","365","249","115","1",".",".","101","63","43",".","6","154","1","204","."
"36031","Essex County, NY","365","346","18","1",".",".","101","49","38",".",".","358",".","7","."
"36033","Franklin County, NY","365","361","4",".",".",".","79","42","24",".","82","204","79",".","."
"36041","Hamilton County, NY","364","353","11",".",".",".","84","44","33",".",".","358","6",".","."
"36043","Herkimer County, NY","363","356","7",".",".",".","100","44","33",".",".","357","6",".","."
"36045","Jefferson County, NY","363","352","10","1",".",".","119","44","32",".",".","363",".",".","."
"36047","Kings County, NY","365","309","56",".",".",".","86","54","30",".",".",".",".","365","."
"36055","Monroe County, NY","365","320","45",".",".",".","97","52","35","1",".","211","4","149","."
"36059","Nassau County, NY","365","310","55",".",".",".","76","53","27",".",".",".","13","352","."
"36061","New York County, NY","365","241","120","4",".",".","129","64","43",".",".","111",".","254","."
"36063","Niagara County, NY","194","181","13",".",".",".","90","49","35",".",".","194",".",".","."
"36065","Oneida County, NY","356","318","38",".",".",".","79","51","24",".",".",".",".","356","."
"36067","Onondaga County, NY","360","328","32",".",".",".","93","49.5","34",".",".","297",".","63","."
"36071","Orange County, NY","365","323","42",".",".",".","97","51","37",".",".","243",".","122","."
"36075","Oswego County, NY","362","356","6",".",".",".","97","42","31",".",".","362",".",".","."
"36079","Putnam County, NY","365","345","20",".",".",".","97","47","32",".",".","364","1",".","."
"36081","Queens County, NY","365","270","94","1",".",".","122","60","41",".","60","132",".","173","."
"36085","Richmond County, NY","365","273","86","5","1",".","187","59","41",".",".","165",".","200","."
"36087","Rockland County, NY","365","311","54",".",".",".","100","56","37",".",".","271",".","94","."
"36091","Saratoga County, NY","364","355","9",".",".",".","74","44","31.5",".",".","364",".",".","."
"36101","Steuben County, NY","365","346","19",".",".",".","77","46","33","9",".","276","2","78","."
"36103","Suffolk County, NY","365","287","77","1",".",".","136","59","41",".",".","266",".","99","."
"36109","Tompkins County, NY","353","334","19",".",".",".","80","45","35",".",".","353",".",".","."
"36117","Wayne County, NY","345","324","20","1",".",".","119","47","35",".",".","345",".",".","."
"36119","Westchester County, NY","365","299","62","3","1",".","154","56","40",".",".","229",".","136","."
