"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","310","55",".",".",".","84","53","37",".",".","236",".","129","."
"36005","Bronx County, NY","365","291","72","2",".",".","136","59","39",".","92","164",".","109","."
"36013","Chautauqua County, NY","355","320","33","2",".",".","129","50","37",".",".","318","9","28","."
"36027","Dutchess County, NY","363","346","16","1",".",".","101","45","32",".",".","355","8",".","."
"36029","Erie County, NY","365","282","82","1",".",".","119","61","39",".","13","179",".","172","1"
"36031","Essex County, NY","365","312","53",".",".",".","90","61","39",".",".","359",".","6","."
"36033","Franklin County, NY","365","357","8",".",".",".","93","41","25",".","118","198","49",".","."
"36041","Hamilton County, NY","364","347","17",".",".",".","87","45","34",".",".","358","6",".","."
"36043","Herkimer County, NY","319","315","4",".",".",".","77","42","31",".",".","312","7",".","."
"36045","Jefferson County, NY","326","309","15","2",".",".","101","46","34",".",".","326",".",".","."
"36047","Kings County, NY","344","310","34",".",".",".","72","50","28",".",".",".",".","344","."
"36055","Monroe County, NY","365","312","50","3",".",".","112","53","37",".","3","211","2","149","."
"36059","Nassau County, NY","365","342","23",".",".",".","64","45","23",".",".",".","22","343","."
"36061","New York County, NY","365","261","102","2",".",".","122","61","41",".",".","127",".","238","."
"36063","Niagara County, NY","249","229","19","1",".",".","105","48","35",".",".","249",".",".","."
"36065","Oneida County, NY","359","343","16",".",".",".","62","40","20",".",".",".",".","359","."
"36067","Onondaga County, NY","365","340","25",".",".",".","93","48","35",".",".","303",".","62","."
"36071","Orange County, NY","365","333","32",".",".",".","82","48","34",".",".","254",".","111","."
"36075","Oswego County, NY","360","346","14",".",".",".","87","44","34",".",".","360",".",".","."
"36079","Putnam County, NY","360","339","18","3",".",".","112","46.5","34",".",".","356","4",".","."
"36081","Queens County, NY","365","288","71","5","1",".","151","61","39",".","74","161",".","130","."
"36085","Richmond County, NY","365","297","61","7",".",".","136","58","38",".",".","211",".","154","."
"36087","Rockland County, NY","365","340","24","1",".",".","105","48","35",".",".","304",".","61","."
"36089","St. Lawrence County, NY","363","280","61","22",".",".","112","86","17",".",".",".","363",".","."
"36091","Saratoga County, NY","354","341","13",".",".",".","90","45","34",".",".","354",".",".","."
"36099","Seneca County, NY","349","349",".",".",".",".","20","1","0",".",".",".","349",".","."
"36101","Steuben County, NY","365","351","14",".",".",".","91","45","34","3",".","303",".","59","."
"36103","Suffolk County, NY","365","312","44","7","2",".","159","58","39",".",".","278",".","87","."
"36109","Tompkins County, NY","365","350","15",".",".",".","71","45","34",".",".","351","14",".","."
"36117","Wayne County, NY","306","287","18","1",".",".","101","47","36",".",".","306",".",".","."
"36119","Westchester County, NY","363","327","31","5",".",".","112","50","37",".",".","281",".","82","."
