"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","366","300","61","4","1",".","154","64","34",".",".","261","31","74","."
"36005","Bronx County, NY","366","154","200","11","1",".","154","82","54",".","72","34","42","218","."
"36013","Chautauqua County, NY","366","229","102","31","4",".","161","100","43",".",".","227","107","32","."
"36015","Chemung County, NY","362","338","22","2",".",".","101","47","34",".",".","330","32",".","."
"36027","Dutchess County, NY","355","336","15","3","1",".","185","46","31",".",".","355",".",".","."
"36029","Erie County, NY","366","189","107","69","1",".","157","113","49",".","65","114","144","43","."
"36031","Essex County, NY","366","289","66","11",".",".","136","67","41.5",".",".","324",".","41","1"
"36033","Franklin County, NY","366","365","1",".",".",".","71","32","11",".",".","90","44",".","232"
"36041","Hamilton County, NY","364","325","37","2",".",".","140","51","37",".",".","353","11",".","."
"36043","Herkimer County, NY","366","345","20","1",".",".","115","46","32",".",".","356","7",".","3"
"36045","Jefferson County, NY","216","182","30","4",".",".","150","74","37.5",".",".","216",".",".","."
"36047","Kings County, NY","366","312","51","3",".",".","133","59","16","249",".",".",".","112","5"
"36053","Madison County, NY","366","335","28","3",".",".","115","48","32",".",".","340","26",".","."
"36055","Monroe County, NY","355","303","49","3",".",".","106","55","34","8",".","178","101","68","."
"36059","Nassau County, NY","359","303","54","2",".",".","109","57","32",".","187",".","78","94","."
"36061","New York County, NY","366","226","134","6",".",".","131","75","44","46","149",".","75","96","."
"36063","Niagara County, NY","366","301","55","10",".",".","140","64","33","16",".","183","88","77","2"
"36065","Oneida County, NY","224","204","17","3",".",".","133","50","34",".",".","224",".",".","."
"36067","Onondaga County, NY","366","331","34","1",".",".","102","49","28","44",".","251","33","38","."
"36071","Orange County, NY","267","195","63","7","2",".","185","71","40",".",".","185",".","82","."
"36075","Oswego County, NY","191","160","26","5",".",".","143","71","38",".",".","191",".",".","."
"36079","Putnam County, NY","364","316","40","7","1",".","192","59","30",".",".","218","146",".","."
"36081","Queens County, NY","366","201","154","11",".",".","143","76","47.5",".","136","42","5","183","."
"36083","Rensselaer County, NY","362","315","34","11","2",".","190","58","38",".",".","353","9",".","."
"36085","Richmond County, NY","264","174","76","12","1","1","201","84","42",".",".","180",".","84","."
"36089","St. Lawrence County, NY","114","94","19","1",".",".","101","59","22",".",".",".",".","114","."
"36091","Saratoga County, NY","363","321","33","7","2",".","177","54","36",".",".","363",".",".","."
"36093","Schenectady County, NY","366","348","15","3",".",".","136","44","29","14",".","318","34",".","."
"36101","Steuben County, NY","335","248","83","4",".",".","123","63","29",".",".",".",".","335","."
"36103","Suffolk County, NY","366","258","92","13","3",".","161","79","42",".","10","252","62","42","."
"36109","Tompkins County, NY","352","302","48","2",".",".","108","55","35.5",".",".","305",".","47","."
"36111","Ulster County, NY","366","321","37","8",".",".","143","54","37",".",".","358","6",".","2"
"36117","Wayne County, NY","212","191","19","2",".",".","108","50","33.5",".",".","212",".",".","."
"36119","Westchester County, NY","350","298","44","8",".",".","129","63","29",".",".","272",".","78","."
