"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","366","171","172","23",".",".","129","90","52",".",".","163",".","203","."
"42003","Allegheny County, PA","366","81","201","67","17",".","171","119","69",".","5","30","115","214","2"
"42005","Armstrong County, PA","214","152","44","18",".",".","150","97","43.5",".",".","214",".",".","."
"42007","Beaver County, PA","366","112","172","70","12",".","200","114","69",".","13","57","256","39","1"
"42011","Berks County, PA","366","234","114","17","1",".","151","84","42",".","103","100","80","79","4"
"42013","Blair County, PA","366","276","81","9",".",".","123","69","41","1","80","185","89",".","11"
"42017","Bucks County, PA","366","272","79","13","2",".","156","77","39",".","126","145","19","73","3"
"42021","Cambria County, PA","366","232","120","13","1",".","177","84","44","1","56","120","90","83","16"
"42027","Centre County, PA","366","186","165","15",".",".","146","81","50",".","5","130","7","224","."
"42029","Chester County, PA","253","131","96","23","3",".","174","101","49",".",".","175",".","78","."
"42033","Clearfield County, PA","212","159","47","6",".",".","129","71","42",".",".","212",".",".","."
"42041","Cumberland County, PA","343","162","170","11",".",".","150","83","53",".",".",".",".","343","."
"42043","Dauphin County, PA","366","149","197","19","1",".","151","89","56",".","28","69","14","252","3"
"42045","Delaware County, PA","366","237","112","15","2",".","161","84","45",".","112","126","33","82","13"
"42047","Elk County, PA","354","309","39","6",".",".","122","58","34",".",".","354",".",".","."
"42049","Erie County, PA","366","190","162","14",".",".","143","86","49",".","17","94","58","197","."
"42055","Franklin County, PA","197","144","49","4",".",".","119","80","44",".",".","197",".",".","."
"42059","Greene County, PA","215","157","47","11",".",".","140","74","44","1",".","168","46",".","."
"42063","Indiana County, PA","61","42","12","7",".",".","123","101","33",".","10",".","51",".","."
"42069","Lackawanna County, PA","366","224","135","7",".",".","133","75","42.5",".","42","90","2","231","1"
"42071","Lancaster County, PA","366","228","120","17","1",".","182","87","44",".","85","141","39","90","11"
"42073","Lawrence County, PA","366","261","94","11",".",".","139","81","39","2","88","118","134",".","24"
"42077","Lehigh County, PA","366","170","174","19","3",".","174","90","52",".","23","84","38","221","."
"42079","Luzerne County, PA","366","213","143","10",".",".","136","75","44","1","29","88","11","237","."
"42081","Lycoming County, PA","362","302","53","7",".",".","143","64","32",".",".","203","150",".","9"
"42085","Mercer County, PA","366","191","160","14","1",".","151","87","49",".",".","131","19","216","."
"42091","Montgomery County, PA","366","271","83","12",".",".","150","76","39","1","117","166","14","67","1"
"42095","Northampton County, PA","366","144","190","28","4",".","200","99","56",".","12","92","78","166","18"
"42099","Perry County, PA","366","278","86","2",".",".","108","66","34",".","60","146","60","100","."
"42101","Philadelphia County, PA","366","134","200","24","8",".","172","97","55",".","54","100","15","197","."
"42107","Schuylkill County, PA","366","345","18","3",".",".","118","43","19.5","2",".",".","364",".","."
"42111","Somerset County, PA","359","335","23","1",".",".","119","47","32",".",".","359",".",".","."
"42117","Tioga County, PA","205","160","40","5",".",".","136","67","42",".",".","205",".",".","."
"42123","Warren County, PA","365","253","74","34","4",".","200","101","26",".",".",".","365",".","."
"42125","Washington County, PA","366","112","213","40","1",".","157","102","59",".","4","55","162","145","."
"42129","Westmoreland County, PA","366","229","128","8","1",".","154","77","44",".","53","128","80","91","14"
"42133","York County, PA","366","214","130","20","2",".","152","90","46",".","108","134","42","80","2"
