"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","288","77",".",".",".","85","59","42",".",".","260",".","105","."
"42003","Allegheny County, PA","365","138","212","11","4",".","161","81","55",".",".","87","24","254","."
"42005","Armstrong County, PA","365","323","42",".",".",".","71","51","37",".",".","237",".","128","."
"42007","Beaver County, PA","365","248","116","1",".",".","132","64","45",".",".","224",".","141","."
"42011","Berks County, PA","365","279","80","5","1",".","165","63","42",".",".","232",".","133","."
"42013","Blair County, PA","354","281","73",".",".",".","92","60","41",".",".","206","2","146","."
"42015","Bradford County, PA","352","314","38",".",".",".","75","52","36",".",".","234",".","118","."
"42017","Bucks County, PA","357","318","36","3",".",".","136","54","35",".",".","357",".",".","."
"42021","Cambria County, PA","365","296","69",".",".",".","88","57","39","2","1","182",".","180","."
"42027","Centre County, PA","365","267","98",".",".",".","99","62","44",".",".","195",".","170","."
"42029","Chester County, PA","364","266","96","2",".",".","115","64","43",".",".","252",".","112","."
"42033","Clearfield County, PA","359","357","2",".",".",".","61","44","33",".",".","359",".",".","."
"42041","Cumberland County, PA","365","268","92","5",".",".","150","64","38",".",".",".",".","365","."
"42043","Dauphin County, PA","365","286","75","3","1",".","158","64","41",".",".","232",".","132","1"
"42045","Delaware County, PA","365","240","118","7",".",".","133","71","44",".","3","204",".","158","."
"42047","Elk County, PA","357","345","12",".",".",".","80","46","35",".",".","357",".",".","."
"42049","Erie County, PA","364","322","42",".",".",".","93","51","36","2","6","237",".","119","."
"42051","Fayette County, PA","360","313","47",".",".",".","72","54","39",".",".","266",".","94","."
"42055","Franklin County, PA","341","324","17",".",".",".","80","48","36",".",".","341",".",".","."
"42059","Greene County, PA","349","329","20",".",".",".","71","48","35",".",".","250",".","99","."
"42063","Indiana County, PA","364","337","27",".",".",".","93","49","38",".",".","348","16",".","."
"42069","Lackawanna County, PA","365","333","32",".",".",".","80","49","37",".","18","290",".","57","."
"42071","Lancaster County, PA","365","238","117","9","1",".","157","72","45",".",".","190",".","174","1"
"42073","Lawrence County, PA","361","356","5",".",".",".","74","43","31",".",".","361",".",".","."
"42075","Lebanon County, PA","360","278","78","4",".",".","142","62","42",".",".","211",".","149","."
"42077","Lehigh County, PA","360","293","64","3",".",".","119","60.5","38",".",".","241",".","117","2"
"42079","Luzerne County, PA","361","350","11",".",".",".","77","45","34",".",".","348","1",".","12"
"42081","Lycoming County, PA","361","340","21",".",".",".","74","46","35",".",".","299",".","62","."
"42085","Mercer County, PA","365","290","75",".",".",".","95","57","41",".",".","255",".","110","."
"42089","Monroe County, PA","349","340","9",".",".",".","80","45","34",".",".","349",".",".","."
"42091","Montgomery County, PA","362","302","59","1",".",".","129","58","35",".",".","231",".","131","."
"42095","Northampton County, PA","363","286","74","3",".",".","114","62","40",".","2","233",".","128","."
"42101","Philadelphia County, PA","365","244","115","6",".",".","140","71","44",".","27","203",".","135","."
"42111","Somerset County, PA","359","340","19",".",".",".","80","48","36",".",".","359",".",".","."
"42115","Susquehanna County, PA","352","328","24",".",".",".","76","46","24",".",".",".",".","352","."
"42117","Tioga County, PA","361","342","19",".",".",".","74","47","36",".","3","284",".","74","."
"42123","Warren County, PA","365","357","6","2",".",".","120","27","9",".",".",".","365",".","."
"42125","Washington County, PA","365","252","113",".",".",".","94","64","44",".",".","198",".","167","."
"42129","Westmoreland County, PA","354","319","35",".",".",".","93","50","38",".",".","263",".","91","."
"42131","Wyoming County, PA","27","19","8",".",".",".","85","63","29",".",".",".",".","27","."
"42133","York County, PA","365","299","66",".",".",".","93","56","41",".","19","226","1","119","."
