"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","56","54","2",".",".",".","57","38","17.5",".",".",".",".",".","56"
"23003","Aroostook County, ME","365","341","24",".",".",".","80","47","34",".",".","308","20","18","19"
"23005","Cumberland County, ME","365","320","37","8",".",".","147","52","37",".","89","242","11","17","6"
"23007","Franklin County, ME","61","61",".",".",".",".","44","23","12",".",".",".",".",".","61"
"23009","Hancock County, ME","365","312","37","12","4",".","195","61","39",".",".","360",".","5","."
"23011","Kennebec County, ME","287","267","18","1","1",".","151","47","35",".",".","267",".",".","20"
"23013","Knox County, ME","203","169","23","10",".","1","202","74","38",".",".","172",".",".","31"
"23017","Oxford County, ME","363","354","8","1",".",".","101","42","19",".",".","178","166",".","19"
"23019","Penobscot County, ME","354","310","39","4",".","1","205","54","37",".",".","318",".","35","1"
"23023","Sagadahoc County, ME","166","143","18","4","1",".","156","61","37",".",".","166",".",".","."
"23029","Washington County, ME","120","114","6",".",".",".","97","40.5","16",".",".",".",".","120","."
"23031","York County, ME","358","314","33","9","2",".","169","58","33",".","175","183",".",".","."
"23901","MOBILE MONITORS, ME","137","107","21","8","1",".","159","84","37",".",".","137",".",".","."
