"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","364","202","135","27",".",".","143","97","48",".",".","211",".","153","."
"42003","Allegheny County, PA","365","70","212","59","24",".","185","135","67",".","2","41","58","264","."
"42005","Armstrong County, PA","213","134","53","23","3",".","187","108","45",".",".","213",".",".","."
"42007","Beaver County, PA","365","131","169","60","5",".","196","109","62",".","15","98","207","40","5"
"42011","Berks County, PA","273","168","85","19","1",".","161","97","44",".","26","141","24","78","4"
"42013","Blair County, PA","365","298","62","5",".",".","122","64","38",".","100","191","70",".","4"
"42017","Bucks County, PA","361","258","71","25","4","3","217","85","37","3","79","141","64","66","8"
"42021","Cambria County, PA","365","234","124","7",".",".","129","80","43",".","68","144","67","80","6"
"42027","Centre County, PA","365","203","145","17",".",".","140","84","48",".","3","189","3","170","."
"42029","Chester County, PA","254","120","108","24","1","1","212","101","53",".",".","177",".","77","."
"42033","Clearfield County, PA","203","151","46","6",".",".","126","84","41",".",".","203",".",".","."
"42041","Cumberland County, PA","329","169","154","6",".",".","121","81","49",".",".",".",".","329","."
"42043","Dauphin County, PA","365","164","167","33","1",".","151","97","55",".","28","126","16","195","."
"42045","Delaware County, PA","365","229","115","17","3","1","202","89","44",".","85","149","52","75","4"
"42047","Elk County, PA","361","297","56","8",".",".","136","67","36",".",".","361",".",".","."
"42049","Erie County, PA","365","218","125","20","2",".","182","84","45",".","22","133","41","169","."
"42055","Franklin County, PA","212","122","72","18",".",".","129","97","47.5",".",".","212",".",".","."
"42059","Greene County, PA","215","100","84","31",".",".","150","108","54","1",".","197","17",".","."
"42063","Indiana County, PA","361","231","102","28",".",".","140","94","42",".","32","175","154",".","."
"42069","Lackawanna County, PA","365","233","117","15",".",".","136","82","43",".","36","130","6","192","1"
"42071","Lancaster County, PA","365","211","116","37","1",".","166","101","45",".","66","170","53","72","4"
"42073","Lawrence County, PA","365","264","82","19",".",".","138","80","39",".","91","143","87",".","44"
"42077","Lehigh County, PA","365","291","51","21","2",".","164","80","36",".","113","192","56",".","4"
"42079","Luzerne County, PA","365","304","49","12",".",".","133","64","35","1","104","202","48",".","10"
"42081","Lycoming County, PA","358","294","51","13",".",".","143","71","33",".",".","205","144",".","9"
"42085","Mercer County, PA","365","181","160","22","2",".","156","90","51",".",".","163","20","182","."
"42089","Monroe County, PA","207","168","32","6","1",".","151","74","39",".",".","207",".",".","."
"42091","Montgomery County, PA","365","252","88","22","3",".","164","90","39",".","118","166","13","67","1"
"42095","Northampton County, PA","365","158","157","43","7",".","184","106","55",".","14","104","62","184","1"
"42099","Perry County, PA","360","299","53","8",".",".","122","62.5","31",".","61","210","89",".","."
"42101","Philadelphia County, PA","365","136","189","31","8","1","205","103","58","3","42","121","4","195","."
"42107","Schuylkill County, PA","365","352","13",".",".",".","96","36","16","49",".",".","316",".","."
"42111","Somerset County, PA","341","271","64","6",".",".","122","67","36",".",".","341",".",".","."
"42117","Tioga County, PA","207","156","44","7",".",".","126","74","43",".",".","207",".",".","."
"42123","Warren County, PA","365","254","64","46","1",".","155","105","24",".",".",".","365",".","."
"42125","Washington County, PA","365","111","220","32","2",".","155","100","60",".","9","87","121","148","."
"42129","Westmoreland County, PA","365","232","117","15","1",".","156","87","45",".","50","143","76","89","7"
"42133","York County, PA","365","198","126","37","4",".","164","103","48",".","95","148","36","79","7"
