"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","347","298","49",".",".",".","90","56","38",".",".","170",".","173","4"
"23003","Aroostook County, ME","365","271","93","1",".",".","117","60","38",".",".","150",".","210","5"
"23005","Cumberland County, ME","365","308","55","2",".",".","109","56","37",".","3","233",".","124","5"
"23009","Hancock County, ME","365","346","18","1",".",".","105","47","35","3",".","349",".","13","."
"23011","Kennebec County, ME","288","281","7",".",".",".","87","43","29",".","59","204","2",".","23"
"23013","Knox County, ME","205","194","11",".",".",".","87","47","34",".",".","205",".",".","."
"23017","Oxford County, ME","248","242","6",".",".",".","90","44","31",".",".","205",".","43","."
"23019","Penobscot County, ME","365","340","25",".",".",".","76","47","33",".",".","226",".","139","."
"23023","Sagadahoc County, ME","187","180","7",".",".",".","80","46","31",".",".","187",".",".","."
"23029","Washington County, ME","359","356","3",".",".",".","84","44","33",".",".","353",".","6","."
"23031","York County, ME","274","253","19","2",".",".","101","48","34",".",".","214","60",".","."
