"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","191","162","10","2",".","166","84","49",".",".","197",".","168","."
"42003","Allegheny County, PA","365","104","191","53","17",".","200","121","66",".",".","56","34","274","1"
"42005","Armstrong County, PA","353","175","170","7","1",".","156","80","51",".",".","94",".","259","."
"42007","Beaver County, PA","365","169","163","30","3",".","174","97","52",".","4","122","83","153","3"
"42011","Berks County, PA","365","222","117","23","3",".","154","87","45",".","12","166","6","181","."
"42013","Blair County, PA","365","288","68","9",".",".","147","71","37",".",".","206","90","36","33"
"42017","Bucks County, PA","365","205","136","20","4",".","190","90","47","1","18","139","5","202","."
"42021","Cambria County, PA","365","166","188","11",".",".","150","78","52",".","8","66","24","267","."
"42027","Centre County, PA","365","231","126","8",".",".","133","75","45",".",".","233","2","130","."
"42029","Chester County, PA","351","165","163","22","1",".","151","93","52",".",".","98",".","253","."
"42033","Clearfield County, PA","206","135","56","15",".",".","136","93","45",".",".","206",".",".","."
"42041","Cumberland County, PA","365","161","197","7",".",".","137","81","54",".",".",".",".","365","."
"42043","Dauphin County, PA","365","196","157","11","1",".","154","82","47",".","21","116",".","226","2"
"42045","Delaware County, PA","365","181","175","8","1",".","151","83","51",".","27","100","2","232","4"
"42047","Elk County, PA","358","305","51","2",".",".","115","61","37",".",".","358",".",".","."
"42049","Erie County, PA","365","222","134","9",".",".","143","73","42","1","25","127","22","189","1"
"42055","Franklin County, PA","210","150","58","2",".",".","122","75.5","44.5",".",".","210",".",".","."
"42059","Greene County, PA","214","147","58","9",".",".","150","80","45",".",".","213","1",".","."
"42063","Indiana County, PA","365","260","85","19","1",".","159","84","38",".",".","196","169",".","."
"42069","Lackawanna County, PA","365","249","108","8",".",".","140","72","40","3","33","140",".","189","."
"42071","Lancaster County, PA","365","196","141","26","2",".","174","93","48",".","16","150",".","195","4"
"42073","Lawrence County, PA","365","306","54","4","1",".","156","58","34","12",".","174","39",".","140"
"42077","Lehigh County, PA","363","278","65","18","2",".","172","87","31",".",".","210",".",".","153"
"42079","Luzerne County, PA","365","326","36","3",".",".","133","51","29",".",".","214","40",".","111"
"42081","Lycoming County, PA","229","176","47","6",".",".","119","71","40",".",".","207",".",".","22"
"42085","Mercer County, PA","365","210","143","12",".",".","140","77","47",".",".","239",".","126","."
"42089","Monroe County, PA","260","175","74","11",".",".","136","82","43",".",".","180",".","80","."
"42091","Montgomery County, PA","365","229","118","17","1",".","159","84","44",".",".","162","21","182","."
"42095","Northampton County, PA","365","172","167","24","2",".","172","93","52",".","5","99","21","239","1"
"42099","Perry County, PA","357","308","44","5",".",".","133","58","29",".","38","205","114",".","."
"42101","Philadelphia County, PA","365","171","166","24","4",".","172","96","52",".","29","159",".","175","2"
"42111","Somerset County, PA","364","300","58","6",".",".","126","64","37",".",".","364",".",".","."
"42117","Tioga County, PA","214","149","55","10",".",".","140","80","44",".",".","214",".",".","."
"42123","Warren County, PA","335","281","36","18",".",".","127","72","7",".",".",".","335",".","."
"42125","Washington County, PA","365","148","207","9","1",".","154","80","54",".","2","104","10","249","."
"42129","Westmoreland County, PA","357","163","184","9","1",".","174","77","52",".",".","85",".","272","."
"42133","York County, PA","365","185","160","18","2",".","156","90","50",".","24","134","3","203","1"
