"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","232","117","14","2",".","159","78","42",".",".","174",".","191","."
"36005","Bronx County, NY","365","165","183","17",".",".","150","87","52",".","81","50","5","229","."
"36013","Chautauqua County, NY","365","267","73","21","4",".","169","84","40",".",".","299","29","37","."
"36015","Chemung County, NY","365","320","40","5",".",".","122","58","34",".",".","341","24",".","."
"36027","Dutchess County, NY","360","320","24","15","1",".","156","61","32",".",".","360",".",".","."
"36029","Erie County, NY","365","176","147","38","4",".","167","102","52",".","48","109","31","177","."
"36031","Essex County, NY","365","277","63","23","2",".","197","80","43",".",".","353",".","12","."
"36033","Franklin County, NY","365","336","24","4","1",".","180","49","24",".",".","177","84",".","104"
"36041","Hamilton County, NY","365","326","31","8",".",".","140","51","35",".",".","359","6",".","."
"36043","Herkimer County, NY","363","339","19","5",".",".","147","47","33",".",".","351","12",".","."
"36045","Jefferson County, NY","244","200","28","15","1",".","154","74","37",".",".","244",".",".","."
"36047","Kings County, NY","363","201","154","8",".",".","125","76","46",".",".",".",".","363","."
"36053","Madison County, NY","365","315","41","9",".",".","136","61","36",".",".","352","13",".","."
"36055","Monroe County, NY","365","258","94","12","1",".","156","74","39",".",".","184","35","146","."
"36059","Nassau County, NY","365","230","131","4",".",".","132","70","42",".","89",".","2","274","."
"36061","New York County, NY","365","118","230","16","1",".","164","90","57",".","94","24","3","244","."
"36063","Niagara County, NY","365","235","110","18","2",".","159","77","43",".",".","149","4","212","."
"36065","Oneida County, NY","365","250","111","4",".",".","119","70","39",".",".","164",".","201","."
"36067","Onondaga County, NY","365","302","48","14","1",".","154","71","32","21",".","294","12","38","."
"36071","Orange County, NY","365","245","101","16","3",".","195","76","40",".",".","156",".","209","."
"36075","Oswego County, NY","214","170","32","12",".",".","143","77","38",".",".","214",".",".","."
"36079","Putnam County, NY","365","311","37","14","3",".","159","64","34",".",".","349","16",".","."
"36081","Queens County, NY","365","194","156","14","1",".","154","85","47",".","76","66","2","221","."
"36083","Rensselaer County, NY","355","315","30","10",".",".","136","58","33",".",".","350","5",".","."
"36085","Richmond County, NY","363","215","132","14","2",".","179","80","44",".",".","122",".","241","."
"36089","St. Lawrence County, NY","53","50","3",".",".",".","80","45","21",".",".",".",".","53","."
"36091","Saratoga County, NY","354","313","22","17","2",".","156","54","33",".",".","354",".",".","."
"36093","Schenectady County, NY","364","340","22","2",".",".","143","44","29","7",".","335","22",".","."
"36101","Steuben County, NY","365","264","92","9",".",".","122","74","40",".",".","234","3","128","."
"36103","Suffolk County, NY","365","273","68","19","5",".","177","79","39",".","29","265","24","47","."
"36109","Tompkins County, NY","356","302","50","4",".",".","115","61","35",".",".","356",".",".","."
"36111","Ulster County, NY","365","320","39","6",".",".","140","58","35",".",".","359","6",".","."
"36117","Wayne County, NY","192","150","31","11",".",".","133","77","38",".",".","192",".",".","."
"36119","Westchester County, NY","364","239","106","12","7",".","190","78","42.5",".",".","195",".","169","."
