"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","364","168","169","26","1",".","161","93","53",".",".","169",".","195","."
"42003","Allegheny County, PA","365","69","187","84","24","1","202","137","73",".","4","61","120","178","2"
"42005","Armstrong County, PA","214","130","56","24","3","1","204","108","47",".",".","214",".",".","."
"42007","Beaver County, PA","365","112","158","83","12",".","200","122","67",".","15","93","213","42","2"
"42011","Berks County, PA","365","221","111","30","3",".","169","99","44",".","109","110","64","78","4"
"42013","Blair County, PA","365","258","92","15",".",".","150","77","41","1","74","184","97",".","9"
"42017","Bucks County, PA","365","247","90","21","7",".","182","93","42",".","106","165","25","66","3"
"42021","Cambria County, PA","365","215","125","24","1",".","151","91","46",".","57","124","91","85","8"
"42027","Centre County, PA","365","176","163","23","3",".","161","94","52",".","4","174","10","177","."
"42029","Chester County, PA","251","116","95","32","8",".","195","115","55",".",".","184",".","67","."
"42033","Clearfield County, PA","208","115","66","23","4",".","161","108","48",".",".","208",".",".","."
"42041","Cumberland County, PA","345","162","169","14",".",".","120","83","53",".",".",".",".","345","."
"42043","Dauphin County, PA","365","143","187","31","4",".","174","100","58",".","25","102","23","215","."
"42045","Delaware County, PA","363","221","112","25","5",".","161","93","44",".","83","141","38","78","23"
"42047","Elk County, PA","344","283","50","11",".",".","129","71","37",".",".","344",".",".","."
"42049","Erie County, PA","365","152","175","32","6",".","195","101","54",".","19","103","69","174","."
"42055","Franklin County, PA","204","139","57","8",".",".","119","87","44.5",".",".","204",".",".","."
"42059","Greene County, PA","215","108","75","30","2",".","172","112","50","3",".","187","25",".","."
"42063","Indiana County, PA","365","200","121","38","6",".","172","107","48",".","31","168","166",".","."
"42069","Lackawanna County, PA","365","191","151","21","2",".","159","88","49",".","33","136","7","189","."
"42071","Lancaster County, PA","365","203","117","41","4",".","177","108","46",".","70","163","46","81","5"
"42073","Lawrence County, PA","365","231","111","21","2",".","157","89","44",".","99","144","108",".","14"
"42077","Lehigh County, PA","365","174","160","27","4",".","166","96","53",".","22","117","25","201","."
"42079","Luzerne County, PA","365","184","161","19","1",".","161","88","50",".","19","128","12","205","1"
"42081","Lycoming County, PA","365","275","66","22","2",".","156","87","34",".",".","207","145",".","13"
"42085","Mercer County, PA","365","154","174","33","4",".","177","101","53",".",".","160","16","189","."
"42091","Montgomery County, PA","365","251","83","24","7",".","169","90","42",".","117","166","18","62","2"
"42095","Northampton County, PA","365","140","196","24","5",".","159","96","56",".","8","86","68","176","27"
"42099","Perry County, PA","363","247","96","19","1",".","156","87","39",".","58","170","54","81","."
"42101","Philadelphia County, PA","365","148","177","32","8",".","197","105","56",".","51","110","7","197","."
"42107","Schuylkill County, PA","361","346","15",".",".",".","84","36","13","81",".",".","280",".","."
"42111","Somerset County, PA","362","290","61","10","1",".","154","71","36",".",".","362",".",".","."
"42117","Tioga County, PA","211","140","57","14",".",".","143","93","46",".",".","211",".",".","."
"42123","Warren County, PA","365","217","63","76","9",".","200","126","34",".",".",".","365",".","."
"42125","Washington County, PA","365","83","233","44","5",".","166","106","67",".","2","95","165","103","."
"42129","Westmoreland County, PA","365","208","128","24","5",".","179","90","47",".","50","126","89","90","10"
"42133","York County, PA","365","187","124","47","7",".","179","108","49","1","98","138","50","74","4"
