"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","243","121","1",".",".","101","67","44",".",".","215",".","150","."
"42003","Allegheny County, PA","365","154","186","23","2",".","175","93","53",".",".","124","26","214","1"
"42005","Armstrong County, PA","364","219","142","3",".",".","115","68","46",".",".","164",".","200","."
"42007","Beaver County, PA","365","219","141","5",".",".","122","71","46",".","3","205","3","154","."
"42011","Berks County, PA","365","206","153","6",".",".","119","80","47",".","1","177",".","187","."
"42013","Blair County, PA","365","236","127","2",".",".","108","67","44",".",".","141","3","221","."
"42015","Bradford County, PA","365","352","13",".",".",".","77","44","32",".","2","363",".",".","."
"42017","Bucks County, PA","362","203","142","16","1",".","164","84","46",".","3","178",".","181","."
"42021","Cambria County, PA","365","213","152",".",".",".","97","68","47",".","7","109","10","238","1"
"42027","Centre County, PA","365","258","105","2",".",".","108","65","42",".","3","210",".","152","."
"42029","Chester County, PA","365","195","168","1","1",".","166","72","48",".",".","145",".","220","."
"42033","Clearfield County, PA","336","292","44",".",".",".","100","54","38",".",".","336",".",".","."
"42041","Cumberland County, PA","363","210","152","1",".",".","121","69","45",".",".",".",".","363","."
"42043","Dauphin County, PA","365","185","172","8",".",".","124","74","50",".",".","116",".","248","1"
"42045","Delaware County, PA","365","195","161","9",".",".","150","72","48",".","6","150",".","208","1"
"42047","Elk County, PA","347","324","22","1",".",".","101","48","36",".",".","347",".",".","."
"42049","Erie County, PA","365","281","82","2",".",".","115","63","40",".","8","221",".","136","."
"42055","Franklin County, PA","359","340","19",".",".",".","77","47","34",".",".","359",".",".","."
"42059","Greene County, PA","364","303","57","4",".",".","115","61","37",".",".","359","5",".","."
"42063","Indiana County, PA","365","279","79","7",".",".","120","70","41",".",".","315","50",".","."
"42069","Lackawanna County, PA","365","240","122","3",".",".","108","71","43",".","4","181",".","180","."
"42071","Lancaster County, PA","365","185","170","10",".",".","140","84","50",".","3","158",".","204","."
"42073","Lawrence County, PA","365","332","32","1",".",".","101","49","33",".",".","326","6",".","33"
"42075","Lebanon County, PA","365","224","129","12",".",".","133","82","46",".",".","208",".","157","."
"42077","Lehigh County, PA","365","319","43","3",".",".","108","58","34",".",".","348",".",".","17"
"42079","Luzerne County, PA","365","329","35","1",".",".","105","50","34",".",".","344",".",".","21"
"42081","Lycoming County, PA","363","340","23",".",".",".","87","48","34",".",".","362",".",".","1"
"42085","Mercer County, PA","365","221","141","2","1",".","152","67","45",".",".","166",".","199","."
"42089","Monroe County, PA","364","281","82","1",".",".","112","60","39",".",".","260",".","104","."
"42091","Montgomery County, PA","365","247","112","6",".",".","133","71","42",".",".","230",".","135","."
"42095","Northampton County, PA","365","187","173","5",".",".","119","78","50",".","1","137",".","227","."
"42101","Philadelphia County, PA","365","177","172","14","2",".","161","84","51",".","21","134",".","210","."
"42111","Somerset County, PA","287","272","15",".",".",".","77","48","34",".",".","287",".",".","."
"42117","Tioga County, PA","365","287","78",".",".",".","90","59","40",".","1","239",".","125","."
"42123","Warren County, PA","359","283","62","14",".",".","128","74","23",".",".",".","359",".","."
"42125","Washington County, PA","365","184","174","7",".",".","119","74","50",".",".","135","5","225","."
"42129","Westmoreland County, PA","365","236","126","3",".",".","147","71","44",".",".","162",".","203","."
"42133","York County, PA","365","200","156","9",".",".","126","80","48",".","10","164","1","190","."
