"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","273","227","44","2",".",".","118","55","38",".",".","178",".","95","."
"36005","Bronx County, NY","274","214","52","7","1",".","154","72","41","1","20","145",".","108","."
"36013","Chautauqua County, NY","273","230","42","1",".",".","105","58","39",".",".","255","2","16","."
"36027","Dutchess County, NY","273","255","17","1",".",".","129","48","35",".",".","266","7",".","."
"36029","Erie County, NY","274","213","60","1",".",".","101","64","40","1","9","173","1","90","."
"36031","Essex County, NY","273","229","43","1",".",".","101","61","42",".",".","270",".","3","."
"36041","Hamilton County, NY","271","256","15",".",".",".","100","48","35",".",".","268","3",".","."
"36045","Jefferson County, NY","214","195","19",".",".",".","97","49","37",".",".","214",".",".","."
"36047","Kings County, NY","178","162","16",".",".",".","79","50","29.5",".",".",".",".","178","."
"36055","Monroe County, NY","274","218","56",".",".",".","100","58","38.5","1",".","176",".","97","."
"36059","Nassau County, NY","272","251","20","1",".",".","118","44","22",".",".",".","10","262","."
"36061","New York County, NY","274","224","43","6","1",".","154","65","38","1",".","178",".","95","."
"36063","Niagara County, NY","268","242","25","1",".",".","108","50","36.5",".",".","268",".",".","."
"36065","Oneida County, NY","255","237","17","1",".",".","107","43","19",".",".",".",".","255","."
"36067","Onondaga County, NY","273","230","42","1",".",".","113","56","38",".",".","196",".","77","."
"36071","Orange County, NY","272","236","35","1",".",".","149","54","36",".",".","211",".","61","."
"36075","Oswego County, NY","268","245","23",".",".",".","97","49","36",".",".","268",".",".","."
"36079","Putnam County, NY","272","253","18","1",".",".","112","48","36",".",".","266","6",".","."
"36081","Queens County, NY","273","215","49","8","1",".","153","71","40",".","25","155","1","92","."
"36085","Richmond County, NY","272","226","40","6",".",".","149","64","38",".",".","174",".","98","."
"36087","Rockland County, NY","272","250","22",".",".",".","100","49","35.5",".",".","246",".","26","."
"36089","St. Lawrence County, NY","273","233","30","10",".",".","116","66","10",".",".",".","273",".","."
"36091","Saratoga County, NY","219","205","14",".",".",".","93","49","35",".",".","219",".",".","."
"36101","Steuben County, NY","274","231","42","1",".",".","124","55","37","1",".","186",".","87","."
"36103","Suffolk County, NY","274","231","32","10","1",".","154","77","40","1",".","238",".","35","."
"36109","Tompkins County, NY","238","212","25","1",".",".","105","54","39",".",".","238",".",".","."
"36117","Wayne County, NY","269","248","21",".",".",".","100","49","36",".",".","269",".",".","."
"36119","Westchester County, NY","273","235","32","6",".",".","143","61","38",".",".","237",".","36","."
