"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","296","69",".",".",".","97","58","39",".",".","260",".","105","."
"36005","Bronx County, NY","365","235","123","7",".",".","119","69","45",".","78","123",".","164","."
"36013","Chautauqua County, NY","358","321","36","1",".",".","119","51","36",".",".","324","12","22","."
"36027","Dutchess County, NY","358","337","21",".",".",".","100","47","33",".",".","356","2",".","."
"36029","Erie County, NY","365","261","100","4",".",".","122","62","42",".","14","186",".","165","."
"36031","Essex County, NY","365","333","32",".",".",".","100","50","39",".",".","351",".","14","."
"36033","Franklin County, NY","365","357","7","1",".",".","129","43","22",".","131","193","41",".","."
"36041","Hamilton County, NY","362","343","19",".",".",".","84","45","34",".",".","357","5",".","."
"36043","Herkimer County, NY","364","353","11",".",".",".","93","44","33",".",".","359","5",".","."
"36045","Jefferson County, NY","361","339","22",".",".",".","93","47","34",".",".","361",".",".","."
"36047","Kings County, NY","365","287","77","1",".",".","108","59","30",".",".",".",".","365","."
"36055","Monroe County, NY","365","299","66",".",".",".","84","58","38",".",".","218","1","146","."
"36059","Nassau County, NY","364","291","73",".",".",".","95","56","31",".",".",".","11","353","."
"36061","New York County, NY","365","223","141","1",".",".","108","67","45",".",".","93",".","272","."
"36063","Niagara County, NY","246","222","23","1",".",".","101","50","35",".",".","227",".","19","."
"36065","Oneida County, NY","361","315","46",".",".",".","82","54","24",".",".",".",".","361","."
"36067","Onondaga County, NY","353","326","27",".",".",".","93","48","33",".",".","316","4","33","."
"36071","Orange County, NY","365","320","45",".",".",".","86","53","34",".",".","209",".","156","."
"36075","Oswego County, NY","359","345","14",".",".",".","84","45","33",".",".","359",".",".","."
"36079","Putnam County, NY","365","351","13","1",".",".","108","45","32",".",".","352","13",".","."
"36081","Queens County, NY","365","254","106","5",".",".","133","62","42",".","57","143",".","165","."
"36085","Richmond County, NY","365","265","96","3","1",".","151","64","42",".",".","193",".","172","."
"36087","Rockland County, NY","365","297","65","3",".",".","143","58","39",".",".","237",".","128","."
"36091","Saratoga County, NY","362","346","16",".",".",".","93","44","32",".",".","362",".",".","."
"36101","Steuben County, NY","365","343","22",".",".",".","84","47","31","27",".","291","2","45","."
"36103","Suffolk County, NY","365","273","83","7","2",".","159","63","41",".",".","251",".","114","."
"36109","Tompkins County, NY","351","327","24",".",".",".","93","48","35",".",".","351",".",".","."
"36117","Wayne County, NY","302","275","27",".",".",".","93","50","33",".",".","302",".",".","."
"36119","Westchester County, NY","365","300","59","6",".",".","136","59","39",".",".","251",".","114","."
