"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","362","192","165","5",".",".","140","72","48","1","1","149",".","211","."
"42003","Allegheny County, PA","365","112","205","42","6",".","200","107","61",".","5","103","26","231","."
"42005","Armstrong County, PA","361","206","151","4",".",".","115","69","46",".",".","121",".","240","."
"42007","Beaver County, PA","365","179","164","22",".",".","145","87","51",".","8","122","40","195","."
"42011","Berks County, PA","365","195","159","11",".",".","143","78","48","1","6","121",".","237","."
"42013","Blair County, PA","365","208","148","8","1",".","159","74","46",".",".","141","8","216","."
"42017","Bucks County, PA","365","196","156","11","2",".","156","84","48",".","6","131",".","228","."
"42021","Cambria County, PA","361","187","168","6",".",".","122","77","50",".","12","98","6","244","1"
"42027","Centre County, PA","365","238","118","9",".",".","143","73","44",".","2","192",".","171","."
"42029","Chester County, PA","345","180","154","9","2",".","161","80","49",".",".","142",".","203","."
"42033","Clearfield County, PA","291","248","37","6",".",".","143","61","39",".",".","291",".",".","."
"42041","Cumberland County, PA","362","170","188","4",".",".","144","77","52",".",".",".",".","362","."
"42043","Dauphin County, PA","365","199","152","14",".",".","150","78","48",".","10","149",".","205","1"
"42045","Delaware County, PA","363","188","161","13","1",".","151","76","49",".","14","112",".","237","."
"42047","Elk County, PA","358","327","30","1",".",".","112","50","35",".",".","358",".",".","."
"42049","Erie County, PA","365","219","142","4",".",".","136","69","44",".","10","117",".","238","."
"42055","Franklin County, PA","180","150","29","1",".",".","112","64","40.5",".",".","180",".",".","."
"42059","Greene County, PA","225","186","38","1",".",".","112","61","41",".",".","214","11",".","."
"42063","Indiana County, PA","363","288","66","9",".",".","140","71","39",".",".","269","94",".","."
"42069","Lackawanna County, PA","365","265","95","5",".",".","109","65","41",".","17","174",".","174","."
"42071","Lancaster County, PA","365","152","193","17","3",".","161","90","55",".","9","112",".","244","."
"42073","Lawrence County, PA","365","308","53","4",".",".","129","58","33","2",".","254","26",".","83"
"42075","Lebanon County, PA","306","176","116","13","1",".","151","84","47",".",".","175",".","131","."
"42077","Lehigh County, PA","351","302","40","9",".",".","147","64","32",".",".","291",".",".","60"
"42079","Luzerne County, PA","365","346","19",".",".",".","100","45","30",".",".","290","18",".","57"
"42081","Lycoming County, PA","314","291","22","1",".",".","101","47","32.5",".",".","300",".",".","14"
"42085","Mercer County, PA","365","230","127","8",".",".","150","74","44",".",".","191",".","174","."
"42089","Monroe County, PA","359","306","53",".",".",".","84","56","36",".",".","237",".","122","."
"42091","Montgomery County, PA","365","205","144","15","1",".","151","77","47",".",".","131",".","234","."
"42095","Northampton County, PA","365","165","189","9","2",".","152","84","53",".","8","81","5","268","3"
"42099","Perry County, PA","358","313","43","2",".",".","112","54","32",".","47","290","21",".","."
"42101","Philadelphia County, PA","365","155","190","13","7",".","172","87","54",".","29","126",".","209","1"
"42111","Somerset County, PA","342","310","31","1",".",".","115","49","36",".",".","342",".",".","."
"42117","Tioga County, PA","297","249","46","2",".",".","112","58","40",".",".","297",".",".","."
"42123","Warren County, PA","336","295","35","6",".",".","146","60","6",".",".",".","336",".","."
"42125","Washington County, PA","365","176","182","7",".",".","129","77","52",".","1","106","6","252","."
"42129","Westmoreland County, PA","365","184","172","9",".",".","122","78","50",".",".","108",".","257","."
"42133","York County, PA","365","159","193","13",".",".","147","80","54",".","9","104",".","251","1"
