"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","315","48","2",".",".","133","58","33","2",".","297","22","44","."
"36005","Bronx County, NY","365","181","169","11","4",".","185","87","51",".","118","54","34","159","."
"36013","Chautauqua County, NY","365","268","74","22","1",".","151","87","40",".",".","295","35","35","."
"36015","Chemung County, NY","365","335","29","1",".",".","115","49","32",".",".","339","26",".","."
"36027","Dutchess County, NY","351","333","17","1",".",".","108","43","28",".",".","351",".",".","."
"36029","Erie County, NY","365","230","112","21","2",".","151","87","42",".","80","174","48","63","."
"36031","Essex County, NY","365","291","65","9",".",".","136","64","42",".",".","342",".","23","."
"36033","Franklin County, NY","365","347","15","3",".",".","133","44","19",".",".","181","72",".","112"
"36041","Hamilton County, NY","358","328","28","2",".",".","133","50","34",".",".","346","12",".","."
"36043","Herkimer County, NY","358","338","18","2",".",".","115","47","33",".",".","356","2",".","."
"36045","Jefferson County, NY","229","199","25","5",".",".","122","58","33",".",".","229",".",".","."
"36047","Kings County, NY","365","317","45","3",".",".","113","58","14","245",".",".",".","120","."
"36053","Madison County, NY","362","329","32","1",".",".","133","50","34",".",".","343","19",".","."
"36055","Monroe County, NY","365","300","59","6",".",".","143","61","33","4",".","234","57","70","."
"36059","Nassau County, NY","363","312","50","1",".",".","106","56","33",".","255",".","26","82","."
"36061","New York County, NY","365","191","165","8","1",".","151","74","50","1","238",".","43","83","."
"36063","Niagara County, NY","361","285","67","9",".",".","133","64","30","7",".","167","101","86","."
"36065","Oneida County, NY","231","208","22","1",".",".","101","50","33",".",".","220",".","11","."
"36067","Onondaga County, NY","365","320","41","4",".",".","122","54","31","21",".","304","14","26","."
"36071","Orange County, NY","275","213","53","9",".",".","143","77","39",".",".","200",".","75","."
"36075","Oswego County, NY","213","172","36","5",".",".","140","67","38",".",".","213",".",".","."
"36079","Putnam County, NY","357","317","35","4","1",".","172","54","32",".",".","330","27",".","."
"36081","Queens County, NY","365","215","136","13","1",".","159","75","45",".","124","71","7","163","."
"36083","Rensselaer County, NY","359","322","31","6",".",".","129","51","32",".",".","350","9",".","."
"36085","Richmond County, NY","272","185","69","12","5","1","208","84","43",".",".","186",".","86","."
"36089","St. Lawrence County, NY","105","91","14",".",".",".","85","55","19",".",".",".",".","105","."
"36091","Saratoga County, NY","277","250","22","4","1",".","159","50","31",".",".","277",".",".","."
"36093","Schenectady County, NY","365","354","10","1",".",".","101","41","26","13",".","321","31",".","."
"36101","Steuben County, NY","365","281","78","6",".",".","115","66","38",".",".","231",".","134","."
"36103","Suffolk County, NY","365","257","91","12","4","1","226","84","43",".","31","261","37","36","."
"36109","Tompkins County, NY","348","308","39","1",".",".","119","53","35",".",".","335",".","13","."
"36111","Ulster County, NY","365","323","37","5",".",".","129","54","36",".",".","359","6",".","."
"36117","Wayne County, NY","211","187","22","2",".",".","119","51","31",".",".","211",".",".","."
"36119","Westchester County, NY","347","274","59","12","1","1","207","71","35",".",".","276",".","71","."
