"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","366","248","111","6","1",".","156","68","42.5",".",".","151",".","215","."
"36005","Bronx County, NY","366","160","194","11","1",".","151","80","52",".","66","61","8","231","."
"36013","Chautauqua County, NY","366","280","75","9","2",".","156","74","41.5",".",".","313","26","27","."
"36015","Chemung County, NY","364","334","27","3",".",".","147","49","32.5",".",".","350","14",".","."
"36027","Dutchess County, NY","359","322","30","4","3",".","156","51","33",".",".","359",".",".","."
"36029","Erie County, NY","366","178","178","10",".",".","129","80","51",".","31","100","3","232","."
"36031","Essex County, NY","366","281","77","6","2",".","159","71","40.5",".",".","336",".","30","."
"36033","Franklin County, NY","366","342","23","1",".",".","126","45","26",".",".","243","58",".","65"
"36041","Hamilton County, NY","365","330","32","3",".",".","122","50","34",".",".","362","3",".","."
"36043","Herkimer County, NY","364","337","24","3",".",".","140","48","33",".",".","360","4",".","."
"36045","Jefferson County, NY","291","252","35","4",".",".","140","58","33",".",".","291",".",".","."
"36047","Kings County, NY","366","210","153","3",".",".","109","70","45",".",".",".",".","366","."
"36053","Madison County, NY","364","327","33","3","1",".","161","51","34",".",".","358","6",".","."
"36055","Monroe County, NY","366","262","98","6",".",".","147","68","39","1",".","147","22","196","."
"36059","Nassau County, NY","366","232","132","2",".",".","108","69","43",".","80",".","4","282","."
"36061","New York County, NY","366","120","233","11","2",".","161","80","55",".","53","38","1","274","."
"36063","Niagara County, NY","366","232","130","4",".",".","129","70","45",".",".","130",".","236","."
"36065","Oneida County, NY","366","242","122","2",".",".","133","66","44",".",".","163",".","203","."
"36067","Onondaga County, NY","366","315","48","3",".",".","150","58","33","5",".","304","2","55","."
"36071","Orange County, NY","366","256","100","8","1","1","201","74","41",".",".","166",".","200","."
"36075","Oswego County, NY","245","207","34","4",".",".","143","64","35",".",".","245",".",".","."
"36079","Putnam County, NY","365","322","36","6","1",".","166","58","34",".",".","350","15",".","."
"36081","Queens County, NY","366","187","166","11","2",".","156","79","49.5",".","71","81",".","214","."
"36083","Rensselaer County, NY","361","322","34","5",".",".","147","51","34",".",".","356","5",".","."
"36085","Richmond County, NY","366","223","141","2",".",".","115","69","43",".",".","93",".","273","."
"36089","St. Lawrence County, NY","45","44","1",".",".",".","61","43","19",".",".",".",".","45","."
"36091","Saratoga County, NY","359","323","27","7","2",".","156","51","33",".",".","359",".",".","."
"36093","Schenectady County, NY","366","348","14","3","1",".","151","45","27","6",".","334","26",".","."
"36101","Steuben County, NY","362","273","85","4",".",".","143","65","39",".",".","206","2","154","."
"36103","Suffolk County, NY","366","252","91","16","7",".","190","87","43",".","8","279","40","39","."
"36109","Tompkins County, NY","361","330","28","3",".",".","150","49","34",".",".","361",".",".","."
"36111","Ulster County, NY","366","339","25","2",".",".","147","48","33",".",".","356","10",".","."
"36117","Wayne County, NY","224","184","34","6",".",".","150","67","36",".",".","224",".",".","."
"36119","Westchester County, NY","365","260","90","13","2",".","190","71","40",".",".","169",".","196","."
