"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","361","310","51",".",".",".","95","54","34",".",".","159",".","201","1"
"23003","Aroostook County, ME","365","346","19",".",".",".","94","46","32",".",".","272",".","81","12"
"23005","Cumberland County, ME","365","287","73","5",".",".","136","60","40",".","13","194",".","156","2"
"23009","Hancock County, ME","365","328","34","3",".",".","129","51","37",".",".","353",".","12","."
"23011","Kennebec County, ME","361","349","11","1",".",".","108","44","30",".","121","222","6",".","12"
"23013","Knox County, ME","208","188","15","5",".",".","140","50","38",".",".","208",".",".","."
"23017","Oxford County, ME","204","200","4",".",".",".","87","44","30",".",".","204",".",".","."
"23019","Penobscot County, ME","363","323","39","1",".",".","119","51","32",".",".","230",".","132","1"
"23023","Sagadahoc County, ME","205","195","9","1",".",".","108","45","35",".",".","205",".",".","."
"23029","Washington County, ME","362","348","13","1",".",".","129","44","34",".",".","356",".","6","."
"23031","York County, ME","214","186","21","7",".",".","147","54","40",".",".","214",".",".","."
