"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","366","313","51","2",".",".","119","58","36",".",".","268",".","98","."
"36005","Bronx County, NY","366","281","81","4",".",".","140","64","41",".","71","176",".","119","."
"36013","Chautauqua County, NY","366","324","39","3",".",".","140","54","37",".",".","352","3","11","."
"36027","Dutchess County, NY","362","333","24","5",".",".","122","49","34",".",".","353","9",".","."
"36029","Erie County, NY","366","281","79","6",".",".","136","61","41",".","21","192","3","150","."
"36031","Essex County, NY","366","333","31","2",".",".","112","49","39",".",".","365",".","1","."
"36033","Franklin County, NY","366","365","1",".",".",".","51","36","20",".","142","198","26",".","."
"36041","Hamilton County, NY","343","328","13","2",".",".","112","44","33",".",".","324","19",".","."
"36043","Herkimer County, NY","353","343","6","4",".",".","108","43","32",".",".","347","6",".","."
"36045","Jefferson County, NY","332","307","23","2",".",".","122","48","34",".",".","332",".",".","."
"36047","Kings County, NY","366","325","41",".",".",".","80","52","28",".",".",".",".","366","."
"36055","Monroe County, NY","366","313","51","2",".",".","122","56","38",".","6","220","4","136","."
"36059","Nassau County, NY","366","337","29",".",".",".","69","48","23",".",".",".","15","351","."
"36061","New York County, NY","366","247","115","4",".",".","126","67","43",".",".","157",".","209","."
"36063","Niagara County, NY","220","197","20","3",".",".","119","54","38.5",".",".","220",".",".","."
"36065","Oneida County, NY","362","342","20",".",".",".","64","43","20",".",".",".",".","362","."
"36067","Onondaga County, NY","366","339","25","2",".",".","122","49","34",".",".","315",".","51","."
"36071","Orange County, NY","366","329","36","1",".",".","112","51","36",".",".","273",".","93","."
"36075","Oswego County, NY","283","261","21","1",".",".","101","47","34",".",".","283",".",".","."
"36079","Putnam County, NY","361","322","34","4","1",".","156","51","35",".",".","356","5",".","."
"36081","Queens County, NY","366","286","74","6",".",".","143","64","39",".","62","200",".","104","."
"36085","Richmond County, NY","366","278","78","9","1",".","151","66","40",".",".","220",".","146","."
"36087","Rockland County, NY","363","303","56","4",".",".","136","61","36",".",".","291",".","72","."
"36091","Saratoga County, NY","350","328","19","3",".",".","119","48","33",".",".","350",".",".","."
"36101","Steuben County, NY","364","336","26","2",".",".","122","49","36","4",".","304","1","55","."
"36103","Suffolk County, NY","366","298","60","8",".",".","150","58","40",".",".","280",".","86","."
"36109","Tompkins County, NY","361","331","28","2",".",".","122","48","36",".",".","361",".",".","."
"36117","Wayne County, NY","351","321","28","2",".",".","136","48","34",".",".","351",".",".","."
"36119","Westchester County, NY","366","300","60","6",".",".","140","64","37",".",".","277",".","89","."
