"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"23001","Androscoggin County, ME","297","276","21",".",".",".","94","46","31",".",".","158",".","136","3"
"23003","Aroostook County, ME","273","252","19","1","1",".","174","49","34",".",".","174",".","79","20"
"23005","Cumberland County, ME","305","278","24","3",".",".","129","49","36","1","3","264",".","33","4"
"23009","Hancock County, ME","305","276","26","3",".",".","133","50","38","2",".","286",".","17","."
"23011","Kennebec County, ME","228","218","9","1",".",".","125","46","33",".",".","209",".","19","."
"23013","Knox County, ME","211","192","17","2",".",".","119","50","35",".",".","211",".",".","."
"23017","Oxford County, ME","304","283","20","1",".",".","113","46","33",".",".","206",".","98","."
"23019","Penobscot County, ME","304","281","23",".",".",".","100","48","33",".",".","204",".","98","2"
"23029","Washington County, ME","302","293","9",".",".",".","90","44","35",".",".","302",".",".","."
"23031","York County, ME","240","217","20","3",".",".","129","50","37",".",".","240",".",".","."
