"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","366","284","77","5",".",".","119","67","42",".",".","290",".","76","."
"42003","Allegheny County, PA","366","177","168","20","1",".","152","87","51",".",".","130","20","216","."
"42005","Armstrong County, PA","365","222","138","5",".",".","119","67","46",".",".","197",".","168","."
"42007","Beaver County, PA","366","232","130","4",".",".","126","67","45",".","1","225","3","137","."
"42011","Berks County, PA","366","222","137","7",".",".","129","68","46",".",".","150",".","216","."
"42013","Blair County, PA","366","285","79","2",".",".","122","59","39.5",".",".","194",".","169","3"
"42015","Bradford County, PA","358","315","43",".",".",".","97","52","38",".","1","208",".","149","."
"42017","Bucks County, PA","358","309","40","9",".",".","147","61","33",".",".","347","11",".","."
"42021","Cambria County, PA","366","262","104",".",".",".","97","65","43","1","5","206","2","151","1"
"42027","Centre County, PA","366","290","74","2",".",".","122","59","40",".","1","261",".","104","."
"42029","Chester County, PA","365","228","128","9",".",".","143","67","45",".",".","189",".","176","."
"42033","Clearfield County, PA","338","305","32","1",".",".","119","50","37.5",".",".","338",".",".","."
"42041","Cumberland County, PA","365","276","88","1",".",".","116","60","39",".",".",".",".","365","."
"42043","Dauphin County, PA","366","250","110","6",".",".","115","67","42",".",".","208",".","158","."
"42045","Delaware County, PA","366","200","161","5",".",".","136","72","48",".","4","140",".","222","."
"42047","Elk County, PA","346","321","22","3",".",".","126","50","37",".",".","346",".",".","."
"42049","Erie County, PA","366","295","69","2",".",".","129","56","39",".","2","234",".","130","."
"42055","Franklin County, PA","337","325","12",".",".",".","74","44","33",".",".","337",".",".","."
"42059","Greene County, PA","355","312","42","1",".",".","105","54","37",".",".","308","1","46","."
"42063","Indiana County, PA","366","317","45","4",".",".","136","58","38",".",".","346","20",".","."
"42069","Lackawanna County, PA","366","292","70","4",".",".","129","62","41",".","4","234",".","128","."
"42071","Lancaster County, PA","366","187","173","6",".",".","136","74","50",".",".","138",".","228","."
"42073","Lawrence County, PA","362","331","30","1",".",".","112","49","33",".",".","345","17",".","."
"42075","Lebanon County, PA","366","189","170","7",".",".","122","67","49.5",".",".","119",".","247","."
"42077","Lehigh County, PA","366","231","129","6",".",".","129","65","44",".",".","152",".","209","5"
"42079","Luzerne County, PA","366","336","29","1",".",".","119","48","33.5",".",".","348",".",".","18"
"42081","Lycoming County, PA","366","335","30","1",".",".","108","49","34",".",".","353",".",".","13"
"42085","Mercer County, PA","366","264","99","3",".",".","143","65","42",".",".","246",".","120","."
"42089","Monroe County, PA","366","310","53","3",".",".","140","58","40",".",".","257",".","109","."
"42091","Montgomery County, PA","331","280","46","5",".",".","140","58","34",".",".","317","14",".","."
"42095","Northampton County, PA","366","208","148","9",".","1","217","74","48",".","1","188","1","176","."
"42101","Philadelphia County, PA","366","192","165","9",".",".","147","77","49",".","12","152",".","202","."
"42111","Somerset County, PA","357","324","32","1",".",".","105","50","36",".",".","357",".",".","."
"42117","Tioga County, PA","366","313","51","2",".",".","112","55","39",".","1","308",".","57","."
"42123","Warren County, PA","366","352","14",".",".",".","99","34","9",".",".",".","366",".","."
"42125","Washington County, PA","366","209","153","4",".",".","129","66","48",".",".","134","2","230","."
"42129","Westmoreland County, PA","366","218","143","5",".",".","112","66","45",".",".","158",".","208","."
"42133","York County, PA","366","236","125","5",".",".","133","67","43.5",".","5","207",".","154","."
