"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"42001","Adams County, PA","365","213","133","18","1",".","159","80","47",".",".","202",".","163","."
"42003","Allegheny County, PA","366","57","242","56","11",".","164","118","66",".","10","28","51","277","."
"42005","Armstrong County, PA","214","143","54","16","1",".","154","93","44",".",".","214",".",".","."
"42007","Beaver County, PA","366","149","162","53","2",".","200","108","58",".","23","95","205","42","1"
"42011","Berks County, PA","366","257","88","20","1",".","156","80","40",".","67","176","45","78","."
"42013","Blair County, PA","365","288","72","5",".",".","140","67","37","2","80","186","86",".","11"
"42017","Bucks County, PA","365","270","73","18","4",".","192","80","38",".","103","181","12","66","3"
"42021","Cambria County, PA","366","246","115","5",".",".","109","71","41.5","1","55","122","88","90","10"
"42027","Centre County, PA","366","218","136","12",".",".","136","80","45",".",".","193","5","168","."
"42029","Chester County, PA","259","147","92","17","3",".","172","93","48",".",".","189",".","70","."
"42033","Clearfield County, PA","204","135","60","9",".",".","126","87","44",".",".","204",".",".","."
"42041","Cumberland County, PA","355","193","158","4",".",".","127","76","47",".",".",".",".","355","."
"42043","Dauphin County, PA","366","179","164","22","1",".","174","88","51",".","15","117","13","220","1"
"42045","Delaware County, PA","366","245","104","15","2",".","166","77","42",".","99","140","31","83","13"
"42047","Elk County, PA","344","298","41","5",".",".","119","54","36",".",".","344",".",".","."
"42049","Erie County, PA","366","228","132","5","1",".","156","72","45",".","14","128","25","193","6"
"42055","Franklin County, PA","204","156","39","9",".",".","115","77","43",".",".","204",".",".","."
"42059","Greene County, PA","208","146","54","8",".",".","147","89","45","1",".","189","18",".","."
"42063","Indiana County, PA","364","262","87","15",".",".","143","81","40",".","38","175","151",".","."
"42069","Lackawanna County, PA","366","242","113","9","2",".","185","74","42",".","41","134","1","189","1"
"42071","Lancaster County, PA","366","241","106","19",".",".","143","87","43","1","49","169","59","79","9"
"42073","Lawrence County, PA","366","276","87","3",".",".","143","67","38",".","67","158","72",".","69"
"42077","Lehigh County, PA","366","290","60","15","1",".","164","80","35.5",".","120","194","47",".","5"
"42079","Luzerne County, PA","366","316","41","8","1",".","164","58","33","2","113","204","43",".","4"
"42081","Lycoming County, PA","365","314","43","6","2",".","159","61","29",".",".","205","154",".","6"
"42085","Mercer County, PA","366","209","142","15",".",".","150","87","47",".",".","189","13","164","."
"42089","Monroe County, PA","211","168","37","4","2",".","169","67","39",".",".","211",".",".","."
"42091","Montgomery County, PA","366","262","80","22","2",".","177","87","40","1","119","171","9","65","1"
"42095","Northampton County, PA","366","194","156","15","1",".","172","80","48",".","12","101","27","217","9"
"42099","Perry County, PA","365","303","53","7","2",".","159","64","31",".","55","208","102",".","."
"42101","Philadelphia County, PA","366","128","210","23","4","1","260","97","55",".","15","81","1","268","1"
"42111","Somerset County, PA","360","316","43","1",".",".","108","54","35",".",".","360",".",".","."
"42117","Tioga County, PA","195","163","27","5",".",".","150","71","41",".",".","195",".",".","."
"42123","Warren County, PA","365","279","62","22","2",".","182","84","20",".",".",".","365",".","."
"42125","Washington County, PA","366","170","179","17",".",".","136","86","52",".","11","100","101","154","."
"42129","Westmoreland County, PA","366","254","102","10",".",".","143","76","43","1","38","143","90","82","12"
"42133","York County, PA","365","227","107","29","2",".","177","95","43","1","90","155","38","76","5"
