"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"36001","Albany County, NY","365","278","74","10","3",".","166","71","39",".",".","275","20","70","."
"36005","Bronx County, NY","365","150","193","21","1",".","179","87","55",".","95","40","31","199","."
"36013","Chautauqua County, NY","365","240","91","27","7",".","179","100","44",".",".","278","47","40","."
"36015","Chemung County, NY","361","324","34","3",".",".","119","51","33",".",".","314","47",".","."
"36027","Dutchess County, NY","357","326","25","4","2",".","161","49","31",".",".","357",".",".","."
"36029","Erie County, NY","365","193","125","42","5",".","195","107","48",".","74","162","70","59","."
"36031","Essex County, NY","365","268","78","18","1",".","156","77","43",".",".","334",".","31","."
"36033","Franklin County, NY","365","313","38","12","2",".","156","61","23",".",".","178","96",".","91"
"36041","Hamilton County, NY","364","327","30","7",".",".","150","51","35",".",".","351","13",".","."
"36043","Herkimer County, NY","360","325","33","2",".",".","129","50","35",".",".","355","5",".","."
"36045","Jefferson County, NY","217","164","36","14","3",".","187","93","41",".",".","217",".",".","."
"36047","Kings County, NY","364","302","59","3",".",".","116","63","14","251",".",".",".","113","."
"36053","Madison County, NY","364","309","46","9",".",".","122","61","37",".",".","326","38",".","."
"36055","Monroe County, NY","365","285","67","13",".",".","147","75","34","4",".","227","58","76","."
"36059","Nassau County, NY","356","295","59","2",".",".","112","60","34",".","226",".","40","90","."
"36061","New York County, NY","365","176","182","7",".",".","121","79","52",".","220",".","54","91","."
"36063","Niagara County, NY","365","265","69","27","4",".","185","93","36","12",".","184","96","72","1"
"36065","Oneida County, NY","217","196","18","3",".",".","133","50","35",".",".","217",".",".","."
"36067","Onondaga County, NY","365","297","53","13","2",".","154","74","33","37",".","256","35","37","."
"36071","Orange County, NY","264","166","79","14","5",".","174","93","46",".",".","204",".","60","."
"36075","Oswego County, NY","205","151","38","14","2",".","166","93","43",".",".","205",".",".","."
"36079","Putnam County, NY","364","304","39","15","5","1","217","71","31",".",".","259","105",".","."
"36081","Queens County, NY","365","191","155","15","4",".","166","80","49",".","124","70","15","156","."
"36083","Rensselaer County, NY","355","301","39","14","1",".","187","64","38",".",".","335","20",".","."
"36085","Richmond County, NY","263","169","72","14","8",".","190","96","43",".",".","176",".","87","."
"36089","St. Lawrence County, NY","111","87","24",".",".",".","98","63","24",".",".",".",".","111","."
"36091","Saratoga County, NY","298","244","41","10","3",".","172","67","40",".",".","298",".",".","."
"36093","Schenectady County, NY","365","332","26","7",".",".","147","49","32","10",".","324","31",".","."
"36101","Steuben County, NY","340","235","103","2",".",".","123","69","33",".",".",".",".","340","."
"36103","Suffolk County, NY","365","235","102","19","9",".","190","93","44",".","16","241","69","39","."
"36109","Tompkins County, NY","363","285","66","10","2",".","151","77","40",".",".","331",".","32","."
"36111","Ulster County, NY","359","306","42","11",".",".","147","58","40",".",".","355","4",".","."
"36117","Wayne County, NY","213","191","21","1",".",".","112","51","32",".",".","213",".",".","."
"36119","Westchester County, NY","364","272","69","14","8","1","201","80","40",".",".","299",".","65","."
